ticket_id,customer_id,policy_id,ticket_open_date,ticket_close_date,issue_type,issue_severity,support_channel,resolution_status,resolution_time_hours,escalation_flag,repeat_ticket_flag,csat_score,refund_or_credit_given_flag,refund_or_credit_amount
TIC001214,CUST00631,POL00691,2025-02-16 00:00:00,2025-02-16 03:08:24.000000000,account_update_request,low,chat,resolved,3.14,0,1,5.0,0,0.0
TIC001215,CUST01000,POL01092,2025-09-22 00:00:00,,mileage_sync_issue,low,phone,escalated,1.9,1,1,1.0,0,0.0
TIC001216,CUST00374,POL01218,2025-09-20 00:00:00,,discount_dispute,critical,chat,escalated,42.17,1,1,,0,0.0
TIC001217,CUST00359,POL00392,2025-06-28 00:00:00,2025-06-28 13:18:36.000000000,policy_change_request,medium,chat,resolved,13.31,0,0,2.0,1,13.88
TIC001218,CUST00360,POL00393,2025-06-21 00:00:00,2025-06-21 16:19:47.999999999,payment_failure,medium,phone,resolved,16.33,0,0,4.0,0,0.0
TIC001219,CUST00354,POL00386,2025-11-10 00:00:00,2025-11-11 05:17:24.000000000,billing_issue,high,self_service,resolved,29.29,0,1,1.0,1,52.46
TIC001220,CUST00552,POL00605,2025-04-08 00:00:00,2025-04-09 01:57:00.000000000,claim_status_question,medium,phone,closed_no_action,25.95,0,1,,0,0.0
TIC001221,CUST01023,POL01112,2025-10-11 00:00:00,,claim_status_question,high,phone,escalated,40.89,1,0,1.0,0,0.0
TIC001222,CUST00866,POL00948,2025-10-25 00:00:00,2025-10-27 18:47:24.000000000,billing_issue,high,phone,resolved,66.79,0,1,2.0,1,29.93
TIC001223,CUST00342,POL00375,2025-11-28 00:00:00,,account_update_request,low,self_service,escalated,7.82,1,1,1.0,0,0.0
TIC001224,CUST00703,POL00768,2025-05-06 00:00:00,2025-05-07 05:42:00.000000000,payment_failure,medium,email,resolved,29.7,0,1,1.0,0,0.0
TIC001225,CUST00903,POL00992,2025-05-19 00:00:00,2025-05-19 08:29:24.000000000,ACCOUNT_UPDATE_REQUEST,low,chat,resolved,8.49,0,1,3.0,0,0.0
TIC001226,CUST00640,POL00700,2025-03-16 00:00:00,2025-03-16 13:11:24.000000000,policy_change_request,medium,chat,resolved,13.19,0,1,4.0,1,
TIC001227,CUST00235,POL00255,2025-07-12 00:00:00,,payment_failure,low,phone,escalated,11.34,1,0,2.0,0,0.0
TIC001228,CUST00007,POL00007,2025-02-04 00:00:00,2025-02-09 00:12:00.000000000,discount_dispute,critical,email,resolved,120.2,0,0,3.0,0,0.0
TIC001229,CUST00478,POL00522,2025-09-11 00:00:00,,account_update_request,low,phone,pending,6.0,0,0,,0,0.0
TIC001230,CUST01097,POL01196,2025-05-22 00:00:00,2025-05-22 10:39:00.000000000,payment_failure,low,phone,closed_no_action,10.65,0,0,,0,0.0
TIC001231,CUST00373,POL00408,2025-05-17 00:00:00,2025-05-17 00:30:00.000000000,app_login_issue,low,phone,resolved,0.5,0,1,2.0,0,0.0
TIC001232,CUST00913,POL01003,2025-11-01 00:00:00,,mileage_sync_issue,critical,chat,escalated,88.47,1,0,3.0,0,0.0
TIC001233,CUST00819,POL00896,2025-07-18 00:00:00,,claim_status_question,high,chat,pending,42.0,0,0,,0,0.0
TIC001234,CUST00339,POL00371,2025-03-04 00:00:00,2025-03-04 18:08:59.999999999,claim_status_question,medium,chat,resolved,18.15,0,0,5.0,0,0.0
TIC001235,CUST00523,POL00569,2025-02-25 00:00:00,,policy_change_request,critical,chat,pending,120.15,0,0,,0,0.0
TIC001236,CUST00184,POL00197,2025-12-18 00:00:00,,payment_failure,medium,phone,pending,33.52,0,0,,0,0.0
TIC001237,CUST00382,POL00420,2025-01-21 00:00:00,2025-01-21 05:25:48.000000000,app_login_issue,low,phone,resolved,5.43,0,0,,1,0.0
TIC001238,CUST00210,POL00229,2025-06-22 00:00:00,2025-06-22 02:49:48.000000000,policy_change_request,medium,phone,resolved,2.83,0,1,5.0,0,0.0
TIC001239,CUST00433,POL00473,2025-04-23 00:00:00,2025-04-25 12:10:12.000000000,policy_change_request,critical,phone,resolved,60.17,0,0,5.0,0,0.0
TIC001240,CUST01041,POL01132,2025-07-01 00:00:00,2025-07-01 04:36:36.000000000,discount_dispute,low,email,resolved,4.61,0,0,5.0,0,0.0
TIC001241,CUST00042,POL00048,2025-10-11 00:00:00,2025-10-11 03:58:48.000000000,claim_status_question,low,email,resolved,3.98,0,0,,0,0.0
TIC001242,CUST00323,POL00352,2025-07-16 00:00:00,2025-07-17 02:04:48.000000000,discount_dispute,medium,phone,resolved,26.08,0,0,4.0,0,0.0
TIC001243,CUST00174,POL00187,2025-10-20 00:00:00,2025-10-21 16:19:48.000000000,policy_change_request,high,self_service,resolved,40.33,0,1,4.0,1,33.76
TIC001244,CUST00906,POL00996,2025-03-05 00:00:00,,mileage_sync_issue,medium,email,escalated,1.74,1,1,2.0,0,0.0
TIC001245,CUST00453,POL00496,2025-08-24 00:00:00,2025-08-25 19:37:12.000000000,billing_issue,high,phone,closed_no_action,43.62,0,0,,0,0.0
TIC001246,CUST00527,POL00573,2025-02-24 00:00:00,2025-02-25 06:58:12.000000000,app_login_issue,medium,phone,resolved,30.97,0,0,1.0,1,51.63
TIC001247,CUST00447,POL00490,2025-12-10 00:00:00,2025-12-12 10:40:48.000000000,policy_change_request,high,chat,resolved,58.68,0,0,5.0,0,0.0
TIC001248,CUST00815,POL00892,2025-10-24 00:00:00,2025-10-24 03:18:00.000000000,payment_failure,low,chat,resolved,3.3,0,0,5.0,1,26.97
TIC001249,CUST00835,POL00914,2025-04-20 00:00:00,,discount_dispute,medium,phone,pending,32.88,0,0,,0,0.0
TIC001250,CUST00764,POL00837,2025-12-31 00:00:00,2026-01-02 06:39:36.000000000,account_update_request,high,phone,resolved,54.66,0,0,3.0,0,0.0
TIC001251,CUST00829,POL00907,2025-03-18 00:00:00,,payment_failure,low,phone,escalated,2.47,1,0,2.0,0,0.0
TIC001252,CUST01037,POL01260,2025-07-14 00:00:00,2025-07-14 09:28:48.000000000,app_login_issue,medium,self_service,resolved,9.48,0,0,5.0,0,0.0
TIC001253,CUST00512,POL00557,2025-04-16 00:00:00,2025-04-19 15:52:12.000000000,account_update_request,critical,self_service,resolved,87.87,0,1,,0,0.0
TIC001254,CUST00818,POL00895,2025-09-26 00:00:00,2025-09-26 14:46:12.000000000,claim_status_question,medium,self_service,resolved,14.77,0,0,,0,0.0
TIC001255,CUST00038,POL00043,2025-09-13 00:00:00,2025-09-14 01:38:24.000000000,payment_failure,medium,email,closed_no_action,25.64,0,0,,1,12.28
TIC001256,CUST00274,POL00296,2025-12-27 00:00:00,2025-12-27 04:41:24.000000000,mileage_sync_issue,low,self_service,resolved,4.69,0,1,3.0,0,0.0
TIC001257,CUST00316,POL00345,2025-07-26 00:00:00,2025-07-27 00:08:24.000000000,discount_dispute,medium,email,resolved,24.14,0,0,5.0,0,0.0
TIC001258,CUST00468,POL00510,2025-05-29 00:00:00,2025-06-03 06:52:12.000000000,discount_dispute,critical,email,resolved,126.87,0,0,3.0,0,0.0
TIC001259,CUST00464,POL01230,2025-08-29 00:00:00,2025-08-29 00:30:00.000000000,app_login_issue,medium,chat,resolved,0.5,0,0,5.0,1,32.27
TIC001260,CUST01058,POL01154,2025-05-05 00:00:00,2025-05-05 18:34:48.000000000,mileage_sync_issue,medium,self_service,closed_no_action,18.58,0,1,,0,0.0
TIC001261,CUST00847,POL00927,2025-01-12 00:00:00,,payment_failure,medium,phone,pending,4.12,0,0,,0,0.0
TIC001262,CUST01075,POL01171,2025-06-26 00:00:00,2025-06-26 07:44:24.000000000,claim_status_question,medium,phone,resolved,7.74,0,0,5.0,0,0.0
TIC001263,CUST00916,POL01006,2025-08-12 00:00:00,,account_update_request,low,email,escalated,0.5,1,0,1.0,0,0.0
TIC001264,CUST00171,POL00184,2025-08-12 00:00:00,2025-08-15 15:46:12.000000000,policy_change_request,high,chat,resolved,87.77,0,0,4.0,1,29.08
TIC001265,CUST00686,POL00751,2025-05-14 00:00:00,2025-05-14 02:12:36.000000000,account_update_request,low,chat,closed_no_action,2.21,0,0,,0,0.0
TIC001266,CUST00297,POL00324,2025-03-28 00:00:00,2025-03-28 09:31:12.000000000,discount_dispute,low,phone,resolved,9.52,0,1,4.0,0,0.0
TIC001267,CUST00366,POL00401,2025-01-19 00:00:00,2025-01-20 16:34:48.000000000,payment_failure,high,chat,resolved,40.58,0,1,4.0,0,0.0
TIC001268,CUST00429,POL00469,2025-02-16 00:00:00,2025-02-17 14:41:24.000000000,billing_issue,high,chat,closed_no_action,38.69,0,0,,1,19.0
TIC001269,CUST00470,POL00513,2025-02-10 00:00:00,2025-02-10 20:58:48.000000000,policy_change_request,medium,self_service,resolved,20.98,0,1,5.0,0,0.0
TIC001270,CUST00281,POL00306,2025-05-31 00:00:00,2025-05-31 12:57:36.000000000,billing_issue,medium,chat,resolved,12.96,0,0,5.0,0,
TIC001271,CUST00766,POL00839,2025-06-09 00:00:00,2025-06-09 03:59:24.000000000,billing_issue,medium,chat,resolved,3.99,0,0,2.0,0,0.0
TIC001272,CUST00976,POL01067,2025-02-04 00:00:00,2025-02-09 01:36:36.000000000,DISCOUNT_DISPUTE,critical,chat,resolved,121.61,0,0,1.0,1,0.0
TIC001273,CUST00176,POL00189,2025-11-14 00:00:00,,app_login_issue,low,self_service,escalated,11.54,1,0,1.0,1,0.0
TIC001274,CUST01077,POL01173,2025-12-02 00:00:00,2025-12-03 09:30:00.000000000,billing_issue,medium,phone,resolved,33.5,0,0,5.0,0,0.0
TIC001275,CUST00880,POL00964,2025-08-05 00:00:00,2025-08-06 01:12:00.000000000,billing_issue,medium,phone,resolved,25.2,0,1,5.0,0,0.0
TIC001276,CUST00032,POL00036,2025-04-11 00:00:00,2025-04-11 08:00:36.000000000,mileage_sync_issue,low,phone,resolved,8.01,0,0,4.0,0,0.0
TIC001277,CUST00129,POL00138,2025-02-21 00:00:00,2025-02-21 05:28:12.000000000,policy_change_request,high,email,resolved,5.47,0,0,1.0,0,0.0
TIC001278,CUST00235,POL00255,2025-08-25 00:00:00,2025-08-25 21:40:48.000000000,claim_status_question,medium,phone,resolved,21.68,0,1,4.0,0,0.0
TIC001279,CUST00017,POL00018,2025-06-16 00:00:00,2025-06-16 12:40:48.000000000,billing_issue,low,phone,resolved,12.68,0,1,1.0,0,0.0
TIC001280,CUST00936,POL01026,2025-09-16 00:00:00,,app_login_issue,low,phone,escalated,2.5,1,1,2.0,0,0.0
TIC001281,CUST00736,POL00807,2025-03-11 00:00:00,2025-03-11 17:21:36.000000000,billing_issue ,medium,phone,resolved,17.36,0,0,5.0,0,0.0
TIC001282,CUST00092,POL00100,2025-08-29 00:00:00,2025-08-29 03:03:36.000000000,billing_issue,low,chat,resolved,3.06,0,0,1.0,0,0.0
TIC001283,CUST00251,POL00271,2025-05-04 00:00:00,2025-05-04 21:19:48.000000000,claim_status_question,medium,self_service,resolved,21.33,0,0,3.0,0,0.0
TIC001284,CUST01080,POL01176,2025-05-23 00:00:00,2025-05-24 05:52:48.000000000,account_update_request,high,chat,resolved,29.88,0,1,4.0,0,0.0
TIC001285,CUST00330,POL00359,2025-12-30 00:00:00,2025-12-31 05:10:48.000000000,mileage_sync_issue,medium,phone,resolved,29.18,0,0,5.0,0,
TIC001286,CUST00026,POL01242,2025-01-22 00:00:00,,mileage_sync_issue,medium,email,escalated,23.78,1,0,3.0,1,2.02
TIC001287,CUST00708,POL00773,2025-03-11 00:00:00,2025-03-11 07:01:12.000000000,APP_LOGIN_ISSUE,low,email,resolved,7.02,0,0,3.0,0,0.0
TIC001288,CUST00914,POL01004,2025-12-13 00:00:00,2025-12-13 02:06:36.000000000,payment_failure,low,chat,resolved,2.11,0,0,3.0,0,0.0
TIC001289,CUST01037,POL01128,2025-10-05 00:00:00,,payment_failure,critical,phone,pending,77.98,0,0,,0,0.0
TIC001290,CUST00986,POL01076,2025-08-27 00:00:00,2025-08-27 12:07:12.000000000,claim_status_question,low,email,resolved,12.12,0,1,4.0,0,0.0
TIC001291,CUST00941,POL01031,2025-09-13 00:00:00,2025-09-13 03:14:24.000000000,billing_issue,low,phone,closed_no_action,3.24,0,0,,0,0.0
TIC001292,CUST00655,POL01229,2025-07-08 00:00:00,2025-07-10 01:19:48.000000000,policy_change_request,high,chat,resolved,49.33,0,0,5.0,0,0.0
TIC001293,CUST00218,POL00237,2025-11-06 00:00:00,2025-11-07 01:50:24.000000000,payment_failure,medium,email,closed_no_action,25.84,0,0,,1,24.09
TIC001294,CUST00561,POL00614,2025-07-11 00:00:00,2025-07-11 00:30:00.000000000,app_login_issue,low,phone,resolved,0.5,0,0,1.0,0,0.0
TIC001295,CUST00564,POL00619,2025-07-22 00:00:00,2025-07-23 11:35:24.000000000,discount_dispute,high,phone,resolved,35.59,0,0,4.0,0,0.0
TIC001296,CUST00426,POL00466,2025-08-13 00:00:00,2025-08-13 06:33:00.000000000,policy_change_request,low,chat,closed_no_action,6.55,0,0,,0,0.0
TIC001297,CUST00871,POL00953,2025-07-10 00:00:00,2025-07-10 08:09:00.000000000,discount_dispute,high,phone,resolved,8.15,0,0,4.0,1,0.0
TIC001298,CUST00248,POL00268,2025-08-01 00:00:00,2025-08-01 00:30:00.000000000,app_login_issue,low,email,resolved,0.5,0,0,5.0,1,0.0
TIC001299,CUST00193,POL00208,2025-06-01 00:00:00,2025-06-05 07:18:36.000000000,claim_status_question,critical,email,resolved,103.31,0,0,2.0,0,0.0
TIC001300,CUST00101,POL00109,2025-06-29 00:00:00,2025-06-29 13:51:36.000000000,account_update_request,medium,phone,resolved,13.86,0,0,4.0,0,0.0
TIC001301,CUST00812,POL00888,2025-02-09 00:00:00,2025-02-10 04:51:36.000000000,policy_change_request,medium,phone,resolved,28.86,0,0,4.0,1,22.97
TIC001302,CUST01039,POL01130,2025-09-02 00:00:00,,app_login_issue,medium,email,pending,27.04,0,0,,0,0.0
TIC001303,CUST00658,POL00722,2025-06-19 00:00:00,2025-06-19 07:35:24.000000000,discount_dispute,low,self_service,resolved,7.59,0,0,,0,0.0
TIC001304,CUST00948,POL01038,2025-03-26 00:00:00,,app_login_issue,low,self_service,pending,5.14,0,0,,1,20.98
TIC001305,CUST00193,POL00208,2025-03-16 00:00:00,,policy_change_request,high,phone,pending,60.96,0,1,,0,0.0
TIC001306,CUST00114,POL00123,2025-01-13 00:00:00,,discount_dispute,low,chat,pending,6.7,0,0,,1,37.91
TIC001307,CUST00696,POL00761,2025-01-13 00:00:00,2025-01-13 02:37:48.000000000,account_update_request,low,phone,resolved,2.63,0,1,3.0,0,0.0
TIC001308,CUST00625,POL00685,2025-11-10 00:00:00,2025-11-10 10:27:36.000000000,account_update_request,medium,chat,resolved,10.46,0,0,2.0,0,0.0
TIC001309,CUST00647,POL00711,2025-11-15 00:00:00,2025-11-15 07:19:12.000000000,claim_status_question,low,email,resolved,7.32,0,0,3.0,0,0.0
TIC001310,CUST00968,POL01059,2025-10-27 00:00:00,2025-10-27 11:59:24.000000000,mileage_sync_issue,low,phone,resolved,11.99,0,0,3.0,0,0.0
TIC001311,CUST00821,POL00898,2025-09-07 00:00:00,2025-09-10 14:07:12.000000000,payment_failure,high,phone,resolved,86.12,0,0,4.0,0,
TIC001312,CUST00289,POL00315,2025-07-13 00:00:00,,claim_status_question,medium,phone,escalated,0.5,1,1,3.0,0,0.0
TIC001313,CUST00270,POL00292,2025-04-11 00:00:00,2025-04-11 11:11:24.000000000,mileage_sync_issue,low,phone,resolved,11.19,0,1,5.0,0,0.0
TIC001314,CUST00519,POL00565,2025-07-21 00:00:00,,discount_dispute,low,phone,pending,10.03,0,0,,0,0.0
TIC001315,CUST00364,POL00399,2025-08-03 00:00:00,2025-08-04 04:58:12.000000000,discount_dispute,medium,self_service,resolved,28.97,0,1,4.0,0,0.0
TIC001316,CUST00127,POL00136,2025-04-23 00:00:00,2025-04-25 03:08:24.000000000,account_update_request,high,chat,resolved,51.14,0,0,1.0,0,0.0
TIC001317,CUST00921,POL01011,2025-02-28 00:00:00,,mileage_sync_issue,low,chat,pending,6.04,0,0,,0,0.0
TIC001318,CUST00860,POL00942,2025-06-25 00:00:00,,claim_status_question,high,email,escalated,54.73,1,0,1.0,0,0.0
TIC001319,CUST01085,POL01182,2025-10-13 00:00:00,2025-10-13 20:37:48.000000000,claim_status_question,medium,chat,resolved,20.63,0,0,5.0,0,0.0
TIC001320,CUST00609,POL00669,2025-09-27 00:00:00,2025-09-29 05:20:24.000000000,billing_issue,high,phone,resolved,53.34,0,0,5.0,0,0.0
TIC001321,CUST00526,POL00572,2025-11-01 00:00:00,2025-11-01 03:08:24.000000000,discount_dispute,low,phone,resolved,3.14,0,1,2.0,0,0.0
TIC001322,CUST00424,POL00464,2025-01-12 00:00:00,2025-01-12 05:57:36.000000000,payment_failure,low,phone,resolved,5.96,0,1,3.0,1,5.23
TIC001323,CUST00513,POL00558,2025-06-18 00:00:00,2025-06-18 10:36:00.000000000,policy_change_request,low,chat,resolved,10.6,0,0,5.0,0,0.0
TIC001324,CUST00756,POL00829,2025-01-27 00:00:00,,policy_change_request,medium,self_service,pending,25.45,0,0,,0,0.0
TIC001325,CUST00484,POL00528,2025-02-24 00:00:00,2025-02-24 17:13:48.000000000,billing_issue,medium,phone,resolved,17.23,0,0,5.0,0,0.0
TIC001326,CUST01046,POL01137,2025-04-25 00:00:00,2025-04-26 10:53:24.000000000,discount_dispute,medium,chat,resolved,34.89,0,1,5.0,0,0.0
TIC001327,CUST00869,POL00951,2025-03-20 00:00:00,2025-03-22 00:26:24.000000000,mileage_sync_issue,high,chat,resolved,48.44,0,0,5.0,0,0.0
TIC001328,CUST00680,POL00744,2025-07-31 00:00:00,2025-07-31 08:34:48.000000000,payment_failure,low,chat,resolved,8.58,0,0,5.0,0,0.0
TIC001329,CUST00560,POL00613,2025-02-11 00:00:00,2025-02-11 10:04:48.000000000,discount_dispute,low,phone,resolved,10.08,0,1,4.0,1,0.0
TIC001330,CUST00127,POL00136,2025-06-10 00:00:00,2025-06-10 07:05:24.000000000,app_login_issue,low,phone,resolved,7.09,0,1,2.0,0,0.0
TIC001331,CUST00759,POL00832,2025-08-10 00:00:00,2025-08-10 14:03:00.000000000,billing_issue,medium,phone,resolved,14.05,0,0,4.0,0,0.0
TIC001332,CUST00528,POL01206,2025-04-20 00:00:00,2025-04-20 05:49:48.000000000,payment_failure,low,chat,resolved,5.83,0,1,4.0,0,0.0
TIC001333,CUST00806,POL00881,2025-05-01 00:00:00,,policy_change_request,low,self_service,escalated,6.68,1,0,3.0,0,0.0
TIC001334,CUST00457,POL00499,2025-11-09 00:00:00,2025-11-09 16:28:48.000000000,billing_issue,medium,phone,resolved,16.48,0,0,3.0,0,0.0
TIC001335,CUST00610,POL00670,2025-10-31 00:00:00,2025-11-01 18:48:36.000000000,payment_failure,high,phone,resolved,42.81,0,0,3.0,0,0.0
TIC001336,CUST00193,POL00207,2025-02-12 00:00:00,2025-02-12 03:39:00.000000000,mileage_sync_issue,low,chat,resolved,3.65,0,0,5.0,0,0.0
TIC001337,CUST00017,POL00018,2025-03-18 00:00:00,,payment_failure,medium,chat,escalated,9.85,1,0,3.0,0,0.0
TIC001338,CUST00333,POL00364,2025-01-17 00:00:00,,billing_issue,medium,phone,pending,8.28,0,1,,0,0.0
TIC001339,CUST00546,POL00597,2025-07-07 00:00:00,,Claim_Status_Question,low,email,escalated,14.0,1,1,1.0,0,0.0
TIC001340,CUST00578,POL00635,2025-06-19 00:00:00,2025-06-21 09:48:36.000000000,mileage_sync_issue,high,email,closed_no_action,57.81,0,0,,0,0.0
TIC001341,CUST01096,POL01194,2025-02-12 00:00:00,2025-02-12 07:02:24.000000000,app_login_issue,low,chat,resolved,7.04,0,0,4.0,0,0.0
TIC001342,CUST00731,POL00801,2025-09-09 00:00:00,2025-09-09 15:58:12.000000000,mileage_sync_issue,medium,self_service,closed_no_action,15.97,0,0,,0,0.0
TIC001343,CUST00503,POL00548,2025-10-31 00:00:00,2025-10-31 08:48:00.000000000,policy_change_request,low,phone,closed_no_action,8.8,0,0,,0,0.0
TIC001344,CUST00988,POL01078,2025-02-06 00:00:00,2025-02-06 17:17:24.000000000,policy_change_request,high,phone,resolved,17.29,0,0,3.0,1,26.54
TIC001345,CUST00865,POL00947,2025-11-07 00:00:00,2025-11-08 02:15:00.000000000,policy_change_request,medium,chat,closed_no_action,26.25,0,0,,0,0.0
TIC001346,CUST00926,POL01017,2025-11-07 00:00:00,2025-11-07 17:03:00.000000000,discount_dispute,medium,chat,resolved,17.05,0,0,5.0,0,0.0
TIC001347,CUST00533,POL00582,2025-01-17 00:00:00,2025-01-17 04:39:36.000000000,payment_failure,low,phone,resolved,4.66,0,1,4.0,0,0.0
TIC001348,CUST00634,POL00694,2025-12-07 00:00:00,,billing_issue,low,chat,pending,7.51,0,0,,0,0.0
TIC001349,CUST00672,POL00735,2025-09-18 00:00:00,2025-09-18 11:57:36.000000000,policy_change_request,medium,phone,resolved,11.96,0,0,3.0,0,0.0
TIC001350,CUST00550,POL00602,2025-12-01 00:00:00,2025-12-01 14:16:48.000000000,payment_failure,medium,email,resolved,14.28,0,0,5.0,0,0.0
TIC001351,CUST00786,POL00857,2025-05-01 00:00:00,2025-05-01 17:57:00.000000000,policy_change_request,medium,phone,resolved,17.95,0,0,2.0,0,0.0
TIC001352,CUST00280,POL00305,2025-12-27 00:00:00,,billing_issue,high,phone,pending,50.43,0,0,,0,0.0
TIC001353,CUST00067,POL00076,2025-02-10 00:00:00,2025-02-10 11:54:36.000000000,app_login_issue,medium,phone,resolved,11.91,0,0,4.0,0,0.0
TIC001354,CUST00287,POL01204,2025-03-02 00:00:00,2025-03-04 03:56:24.000000000,billing_issue,high,phone,resolved,51.94,0,0,4.0,0,0.0
TIC001355,CUST00239,POL00259,2025-03-18 00:00:00,,mileage_sync_issue,low,phone,escalated,3.19,1,0,,0,0.0
TIC001356,CUST00531,POL00579,2025-06-20 00:00:00,2025-06-20 10:13:12.000000000,claim_status_question,medium,email,resolved,10.22,0,1,2.0,0,0.0
TIC001357,CUST00447,POL00490,2025-09-04 00:00:00,2025-09-04 06:57:36.000000000,payment_failure,low,email,closed_no_action,6.96,0,0,,0,0.0
TIC001358,CUST00287,POL01204,2025-06-04 00:00:00,,discount_dispute,medium,email,escalated,39.69,1,0,,0,0.0
TIC001359,CUST00294,POL00321,2025-07-20 00:00:00,,discount_dispute,medium,email,escalated,13.0,1,1,2.0,0,0.0
TIC001360,CUST00127,POL00136,2025-01-26 00:00:00,2025-01-27 13:37:12.000000000,app_login_issue,high,self_service,resolved,37.62,0,1,4.0,0,0.0
TIC001361,CUST00473,POL00517,2025-07-19 00:00:00,2025-07-22 06:12:36.000000000,billing_issue,critical,phone,resolved,78.21,0,0,1.0,0,0.0
TIC001362,CUST00929,POL01020,2025-08-26 00:00:00,2025-08-27 14:57:00.000000000,payment_failure,high,self_service,resolved,38.95,0,0,2.0,0,0.0
TIC001363,CUST00841,POL00921,2025-03-10 00:00:00,2025-03-10 21:00:00.000000000,claim_status_question,medium,chat,resolved,21.0,0,0,5.0,0,0.0
TIC001364,CUST01065,POL01161,2025-12-25 00:00:00,2025-12-25 03:26:24.000000000,billing_issue,low,phone,resolved,3.44,0,0,5.0,0,0.0
TIC001365,CUST00079,POL00087,2025-03-13 00:00:00,2025-03-13 19:01:12.000000000,discount_dispute,medium,chat,resolved,19.02,0,1,3.0,0,0.0
TIC001366,CUST00960,POL01051,2025-11-06 00:00:00,,account_update_request,medium,phone,pending,16.75,0,1,,0,0.0
TIC001367,CUST00524,POL00570,2025-04-14 00:00:00,2025-04-14 09:38:24.000000000,billing_issue,low,phone,resolved,9.64,0,0,5.0,1,25.64
TIC001368,CUST00006,POL00006,2025-02-23 00:00:00,2025-02-23 03:35:24.000000000,account_update_request,medium,phone,closed_no_action,3.59,0,0,,0,0.0
TIC001369,CUST00937,POL01027,2025-04-14 00:00:00,2025-04-16 02:44:24.000000000,discount_dispute,critical,phone,resolved,50.74,0,0,4.0,0,0.0
TIC001370,CUST00621,POL00681,2025-12-15 00:00:00,,policy_change_request,critical,self_service,escalated,89.61,1,0,1.0,0,0.0
TIC001371,CUST00996,POL01088,2025-07-20 00:00:00,2025-07-21 01:12:00.000000000,discount_dispute,medium,chat,resolved,25.2,0,0,4.0,1,23.4
TIC001372,CUST00340,POL01211,2025-10-08 00:00:00,,policy_change_request,critical,email,escalated,137.97,1,0,2.0,0,0.0
TIC001373,CUST00084,POL00092,2025-05-26 00:00:00,2025-05-26 00:30:00.000000000,claim_status_question,low,email,closed_no_action,0.5,0,0,,0,0.0
TIC001374,CUST00032,POL00037,2025-07-28 00:00:00,2025-07-30 10:10:12.000000000,mileage_sync_issue,high,chat,resolved,58.17,0,0,4.0,0,0.0
TIC001375,CUST00885,POL00972,2025-08-02 00:00:00,,account_update_request,low,email,escalated,11.31,1,0,2.0,1,50.68
TIC001376,CUST00520,POL01247,2025-10-20 00:00:00,,discount_dispute,low,phone,pending,3.33,0,0,,0,0.0
TIC001377,CUST00588,POL00646,2025-10-30 00:00:00,,discount_dispute,medium,phone,pending,7.85,0,0,,0,0.0
TIC001378,CUST00071,POL00080,2025-04-28 00:00:00,,policy_change_request,high,self_service,pending,25.71,0,1,,0,0.0
TIC001379,CUST00738,POL00809,2025-05-16 00:00:00,,app_login_issue,high,chat,pending,59.6,0,1,,0,0.0
TIC001380,CUST00741,POL00814,2025-01-02 00:00:00,2025-01-02 12:54:00.000000000,payment_failure,medium,email,resolved,12.9,0,1,,0,0.0
TIC001381,CUST00090,POL00098,2025-02-08 00:00:00,2025-02-10 04:42:36.000000000,policy_change_request,high,chat,resolved,52.71,0,1,2.0,1,55.92
TIC001382,CUST01005,POL01097,2025-10-07 00:00:00,2025-10-07 19:10:12.000000000,Payment_Failure,critical,phone,closed_no_action,19.17,0,1,,0,0.0
TIC001383,CUST00031,POL00034,2025-09-14 00:00:00,2025-09-14 04:55:12.000000000,policy_change_request,low,phone,resolved,4.92,0,0,4.0,1,47.89
TIC001384,CUST00927,POL01018,2025-10-25 00:00:00,,discount_dispute,medium,phone,pending,18.91,0,1,,0,0.0
TIC001385,CUST01041,POL01132,2025-05-28 00:00:00,2025-05-28 00:30:00.000000000,mileage_sync_issue,medium,phone,resolved,0.5,0,1,5.0,1,22.97
TIC001386,CUST00332,POL00363,2025-10-07 00:00:00,,discount_dispute,low,phone,escalated,7.66,1,1,,0,0.0
TIC001387,CUST00027,POL00030,2025-12-17 00:00:00,2025-12-17 15:58:12.000000000,payment_failure,medium,email,resolved,15.97,0,0,5.0,1,23.23
TIC001388,CUST00461,POL00503,2025-09-03 00:00:00,,app_login_issue,critical,email,pending,41.1,0,0,,0,0.0
TIC001389,CUST00246,POL00266,2025-05-13 00:00:00,,billing issue,medium,chat,escalated,10.37,1,0,1.0,0,0.0
TIC001390,CUST00303,POL00332,2025-08-07 00:00:00,,discount_dispute,medium,email,pending,13.79,0,0,,1,45.97
TIC001391,CUST00678,POL00741,2025-02-19 00:00:00,2025-02-19 06:10:48.000000000,policy_change_request,low,chat,resolved,6.18,0,1,,0,0.0
TIC001392,CUST01022,POL01111,2025-12-21 00:00:00,2025-12-25 01:40:48.000000000,mileage_sync_issue,critical,chat,resolved,97.68,0,0,,0,0.0
TIC001393,CUST00007,POL00007,2025-05-03 00:00:00,,mileage_sync_issue,medium,chat,escalated,26.22,1,0,2.0,0,0.0
TIC001394,CUST00335,POL00367,2025-02-28 00:00:00,2025-02-28 09:07:12.000000000,account_update_request,medium,self_service,resolved,9.12,0,0,4.0,0,0.0
TIC001395,CUST00230,POL00249,2025-09-14 00:00:00,,account_update_request,medium,chat,pending,8.27,0,0,,0,0.0
