policy_id,customer_id,vehicle_id,policy_start_date,policy_end_date,policy_type,coverage_level,deductible,risk_score,base_premium,telematics_discount_pct,loyalty_discount_pct,bundled_discount_pct,final_monthly_premium,payment_frequency,autopay_flag,policy_status,renewal_flag,churn_flag,cancellation_reason,payment_timeliness_score
POL00330,CUST00302,VEH00337,2024-08-30,2025-08-29,liability_only,enhanced,1000,0.643,65.2,,0,0.0,62.13,annual,1,active,0,0,,64.9
POL00331,CUST00303,VEH00338,2025-03-14,2026-03-13,standard,comprehensive,250,0.649,76.65,12.65,5,8.0,56.99,quarterly,1,renewed,1,0,,71.8
POL00332,CUST00303,VEH00339,2024-09-06,2025-09-05,standard,enhanced,250,0.632,67.91,3.53,7,0.0,60.76,monthly,1,renewed,1,0,,74.1
POL00333,CUST00304,VEH00340,2025-09-26,2026-09-25,liability_only,basic,500,0.563,40.0,7.94,0,6.0,34.42,semiannual,1,renewed,1,0,,78.2
POL00334,CUST00305,VEH00341,2024-03-22,2025-03-21,standard,enhanced,500,0.838,78.37,3.24,0,0.0,75.83,annual,0,active,0,0,,88.8
POL00335,CUST00306,VEH00342,2024-03-02,2025-03-01,standard,enhanced,1000,0.783,66.18,6.18,5,0.0,58.78,monthly,1,active,0,0,,67.7
POL00336,CUST00307,VEH00343,2024-05-20,2025-05-19,standard,basic,1000,0.774,59.5,11.18,3,8.0,46.3,monthly,1,active,0,0,,70.1
POL00337,CUST00309,VEH00345,2025-01-18,2026-01-17,full_coverage,comprehensive,1000,0.661,174.63,,7,0.0,153.67,monthly,1,cancelled,0,1,moved_to_competitor,94.6
POL00338,CUST00310,VEH00346,2025-05-25,2026-05-24,standard,basic,500,0.62,44.46,7.06,5,0.0,39.1,monthly,1,cancelled,0,1,moved_to_competitor,88.8
POL00339,CUST00311,VEH00347,2024-10-30,2025-10-29,premium,comprehensive,1000,0.744,74.13,,5,0.0,66.06,monthly,0,active,0,0,,75.7
POL00340,CUST00312,VEH00348,2024-07-25,2025-07-24,standard,basic,1000,0.657,47.21,7.94,3,4.0,40.16,monthly,0,cancelled,0,1,price_increase,51.6
POL00341,CUST00313,VEH00349,2024-06-04,2025-06-03,full_coverage,comprehensive,500,0.598,115.96,4.41,3,0.0,107.37,monthly,1,active,0,0,,73.2
POL00342,CUST00313,VEH00350,2025-01-19,2026-01-18,standard,enhanced,1000,0.606,90.68,6.18,0,8.0,77.82,monthly,1,lapsed,0,1,billing_problems,50.3
POL00343,CUST00314,VEH00351,2024-07-28,2025-07-27,standard,basic,1500,0.614,40.0,,7,,33.48,semiannual,1,renewed,1,0,,82.0
POL00344,CUST00315,VEH00352,2024-02-08,2025-02-06,premium,basic,1000,0.64,74.31,6.76,3,0.0,67.06,semiannual,0,renewed,1,0,,91.9
POL00345,CUST00316,VEH00353,2024-08-31,2025-08-30,full_coverage,comprehensive,1000,0.685,84.73,10.29,0,0.0,76.01,monthly,0,renewed,1,0,,78.1
POL00346,CUST00317,VEH00354,2025-09-04,2026-09-03,premium,comprehensive,1000,0.614,70.41,13.53,5,6.0,53.14,quarterly,1,Cancelled,0,1,moved_to_competitor,59.1
POL00347,CUST00318,VEH00355,2025-03-30,2026-03-29,full_coverage,comprehensive,500,0.812,141.02,9.12,0,0.0,128.16,monthly,1,cancelled,0,1,claim_dispute,78.4
POL00348,CUST00319,VEH00356,2024-12-02,2025-12-01,standard,enhanced,500,0.669,48.67,12.65,0,0.0,42.51,monthly,0,cancelled,0,1,moved_to_competitor,61.6
POL00349,CUST00320,VEH00357,2024-05-17,2025-05-16,full_coverage,comprehensive,500,0.617,110.13,5.0,0,0.0,104.62,quarterly,1,cancelled,0,1,price_increase,77.4
POL00350,CUST00321,VEH00358,2024-10-11,2025-10-10,standard,enhanced,500,0.625,81.86,3.24,0,0.0,79.21,monthly,1,active,0,0,,52.2
POL00351,CUST00322,VEH00359,2024-11-21,2025-11-20,liability_only,basic,1000,0.858,43.71,2.35,5,6.0,37.87,monthly,0,active,0,0,,77.1
POL00352,CUST00323,VEH00360,2024-02-10,2025-02-08,full_coverage,basic,250,0.663,101.8,5.0,0,6.0,90.6,monthly,0,active,0,0,,67.9
POL00353,CUST00324,VEH00361,2025-06-17,2026-06-16,premium,enhanced,1000,0.565,62.78,9.71,5,0.0,53.55,monthly,1,active,0,0,,75.9
POL00354,CUST00325,VEH00362,2025-02-28,2026-02-27,full_coverage,enhanced,500,0.701,139.81,1.47,7,0.0,127.97,monthly,1,cancelled,0,1,moved_to_competitor,100.0
POL00355,CUST00326,VEH00363,2024-10-22,2025-10-21,standard,basic,1500,0.736,96.99,5.88,0,0.0,91.29,monthly,1,active,0,0,,57.2
POL00356,CUST00327,VEH00364,2024-01-25,2025-01-23,full_coverage,comprehensive,500,0.669,138.11,4.12,0,0.0,132.42,monthly,1,active,0,0,,98.2
POL00357,CUST00328,VEH00365,2024-08-22,2025-08-21,standard,basic,250,0.76,42.08,5.29,0,,39.85,monthly,0,cancelled,0,1,moved_to_competitor,81.5
POL00358,CUST00329,VEH00366,2024-12-05,2025-12-04,standard,comprehensive,250,0.556,63.23,12.35,5,4.0,49.73,monthly,1,active,0,0,,100.0
POL00359,CUST00330,VEH00367,2024-12-16,2025-12-15,standard,basic,1000,0.591,82.96,8.82,0,8.0,69.01,monthly,0,renewed,1,0,,61.9
POL00360,CUST00330,VEH00368,2024-09-05,2025-09-04,standard,comprehensive,500,0.526,40.0,5.59,5,4.0,34.16,monthly,0,lapsed,0,1,moved_to_competitor,62.2
POL00361,CUST00330,VEH00369,2024-07-29,2025-07-28,premium,comprehensive,1000,0.608,71.72,8.24,0,0.0,65.81,monthly,1,cancelled,0,1,claim_dispute,100.0
POL00362,CUST00331,VEH00370,2025-07-06,2026-07-05,full_coverage,enhanced,250,0.666,90.59,10.88,5,0.0,76.2,monthly,1,active,0,0,,79.0
POL00363,CUST00332,VEH00371,2024-02-25,2025-02-23,premium,comprehensive,1500,0.637,110.12,7.35,5,0.0,96.52,monthly,1,lapsed,0,1,moved_to_competitor,67.2
POL00364,CUST00333,VEH00372,2024-09-11,2025-09-10,liability_only,comprehensive,1500,0.738,52.38,12.35,5,0.0,43.29,monthly,1,lapsed,0,1,,63.4
POL00365,CUST00334,VEH00373,2024-08-15,2025-08-14,standard,enhanced,1000,0.735,94.92,3.53,0,0.0,91.57,semiannual,1,renewed,1,0,,68.7
POL00366,CUST00335,VEH00374,2025-09-14,2026-09-13,standard,basic,1500,0.896,57.09,5.88,0,6.0,50.31,quarterly,1,active,0,0,,46.9
POL00367,CUST00335,VEH00375,2025-01-25,2026-01-24,standard,basic,500,0.923,129.87,10.0,3,0.0,112.99,monthly,0,active,0,0,,77.8
POL00368,CUST00336,VEH00376,2025-06-17,2026-06-16,full_coverage,enhanced,1000,0.625,118.37,5.88,0,0.0,111.41,semiannual,0,active,0,0,,66.5
POL00369,CUST00337,VEH00377,2024-11-25,2025-11-24,premium,comprehensive,1000,0.711,59.15,0.29,0,6.0,55.43,quarterly,1,active,0,0,,63.1
POL00370,CUST00338,VEH00378,2024-07-06,2025-07-05,standard,basic,500,0.644,40.0,9.71,5,,34.12,monthly,1,active,0,0,,83.1
POL00371,CUST00339,VEH00379,2025-03-28,2026-03-27,standard,enhanced,1000,0.742,117.09,8.24,0,4.0,102.76,monthly,0,renewed,1,0,,59.6
POL00372,CUST00340,VEH00380,2024-01-07,2025-01-05,premium,enhanced,1000,0.806,132.57,2.94,5,4.0,116.74,monthly,1,lapsed,0,1,billing_problems,88.2
POL00373,CUST00341,VEH00381,2024-03-07,2025-03-06,standard,comprehensive,500,0.662,72.9,2.35,3,0.0,69.0,annual,0,renewed,1,0,,76.1
POL00374,CUST00341,VEH00382,2025-05-18,2026-05-17,standard,basic,1000,0.754,47.89,6.18,3,8.0,39.66,semiannual,1,active,0,0,,68.7
POL00375,CUST00342,VEH00383,2024-03-12,2025-03-11,full_coverage,basic,1000,0.61,40.0,8.53,0,0.0,36.59,monthly,1,renewed,1,0,,91.3
POL00376,CUST00343,VEH00384,2024-07-16,2025-07-15,liability_only,comprehensive,500,0.759,67.32,7.65,0,4.0,59.48,quarterly,0,active,0,0,,79.6
POL00377,CUST00344,VEH00385,2024-02-23,2025-02-21,standard,enhanced,500,0.618,84.6,11.76,3,6.0,67.04,monthly,0,active,0,0,,80.0
POL00378,CUST00346,VEH00387,2024-05-24,2025-05-23,premium,basic,1000,0.68,72.07,7.94,0,4.0,63.46,quarterly,0, cancelled,0,1,price_increase,87.0
POL00379,CUST00347,VEH00388,2024-07-28,2025-07-27,standard,basic,250,0.625,64.83,12.35,5,0.0,53.58,annual,1,renewed,1,0,,100.0
POL00380,CUST00348,VEH00389,2024-05-08,2025-05-07,full_coverage,comprehensive,500,0.621,107.4,10.88,5,0.0,90.34,quarterly,1,cancelled,0,1,,78.8
POL00381,CUST00349,VEH00390,2024-04-03,2025-04-02,full_coverage,enhanced,500,0.578,40.0,12.65,0,0.0,34.94,monthly,1,active,0,0,,100.0
POL00382,CUST00350,VEH00391,2024-06-26,2025-06-25,standard,basic,1000,0.706,94.38,2.94,5,4.0,83.11,monthly,0,renewed,1,0,,74.1
POL00383,CUST00351,VEH00392,2025-08-29,2026-08-28,premium,basic,250,0.645,64.36,5.88,3,,58.64,semiannual,1,active,0,0,,81.6
POL00384,CUST00352,VEH00393,2025-07-16,2026-07-15,standard,comprehensive,500,0.719,46.26,9.12,5,4.0,37.88,monthly,1,active,0,0,,58.3
POL00385,CUST00353,VEH00394,2024-07-28,2025-07-27,standard,basic,250,0.812,41.46,6.18,0,0.0,38.9,monthly,0,active,0,0,,100.0
POL00386,CUST00354,VEH00395,2024-08-29,2025-08-28,standard,comprehensive,1500,0.659,62.97,9.12,0,0.0,57.23,monthly,1,active,0,0,,91.1
POL00387,CUST00354,VEH00396,2025-06-03,2026-06-02,full_coverage,basic,250,0.65,101.9,6.76,5,8.0,81.76,monthly,1,active,0,0,,57.6
POL00388,CUST00355,VEH00397,2024-03-21,2025-03-20,liability_only,comprehensive,1500,0.75,66.79,6.47,5,0.0,59.13,semiannual,0,active,0,0,,58.8
POL00389,CUST00356,VEH00398,2025-03-12,2026-03-11,premium,enhanced,1000,0.648,73.75,5.59,3,0.0,67.41,monthly,1,renewed,1,0,,96.0
POL00390,CUST00357,VEH00399,2025-04-23,2026-04-22,premium,enhanced,1000,0.644,87.87,2.94,5,0.0,80.89,monthly,0,active,0,0,,67.7
POL00391,CUST00358,VEH00400,2024-11-14,2025-11-13,standard,comprehensive,1000,0.651,99.66,4.12,5,,86.58,monthly,1,renewed,1,0,,96.7
POL00392,CUST00359,VEH00401,2024-06-17,2025-06-16,full_coverage,comprehensive,1000,0.648,86.08,4.71,0,0.0,82.03,quarterly,0,renewed,1,0,,78.4
POL00393,CUST00360,VEH00402,2024-07-21,2025-07-20,full_coverage,comprehensive,500,0.603,99.77,14.71,0,0.0,85.09,quarterly,1,renewed,1,0,,67.7
POL00394,CUST00361,VEH00403,2024-09-07,2025-09-06,standard,enhanced,1500,0.812,145.66,6.47,5,0.0,128.95,monthly,0,active,0,0,,97.2
POL00395,CUST00362,VEH00404,2025-03-10,2026-03-09,liability_only,basic,500,0.635,49.65,9.71,7,4.0,39.37,semiannual,1,lapsed,0,1,moved_to_competitor,87.3
POL00396,CUST00363,VEH00405,2024-06-29,2025-06-28,full_coverage,enhanced,500,0.671,69.07,9.12,7,0.0,57.94,monthly,0,cancelled,0,1,moved_to_competitor,87.4
POL00397,CUST00364,VEH00406,2025-09-12,2026-09-11,standard,comprehensive,500,0.808,120.33,2.94,0,0.0,116.79,quarterly,1,lapsed,0,1,billing_problems,93.5
POL00398,CUST00364,VEH00407,2024-09-11,2025-09-10,premium,comprehensive,1000,0.681,95.26,3.53,0,0.0,91.9,monthly,1,cancelled,0,1,price_increase,100.0
POL00399,CUST00364,VEH00408,2024-11-06,2025-11-05,liability_only,comprehensive,1500,0.647,56.12,8.53,3,0.0,49.65,semiannual,1,active,0,0,,67.6
POL00400,CUST00365,VEH00409,2024-10-19,2025-10-18,premium,enhanced,250,0.807,130.89,5.0,5,0.0,117.8,quarterly,0,renewed,1,0,,98.8
POL00401,CUST00366,VEH00410,2025-08-13,2026-08-12,premium,enhanced,1000,0.621,92.85,9.12,3,4.0,77.88,quarterly,0,renewed,1,0,,85.6
POL00402,CUST00367,VEH00411,2025-04-04,2026-04-03,premium,enhanced,250,0.658,129.33,5.88,0,0.0,121.73,monthly,0,active,0,0,,51.5
POL00403,CUST00368,VEH00412,2024-07-25,2025-07-24,standard,basic,500,0.626,49.13,10.59,0,0.0,43.93,monthly,0,active,0,0,,87.3
POL00404,CUST00369,VEH00413,2024-10-05,2025-10-04,premium,enhanced,250,0.779,122.22,10.0,0,0.0,110.0,monthly,1,active,0,0,,66.6
POL00405,CUST00370,VEH00414,2025-05-07,2026-05-06,premium,basic,1000,0.601,88.12,6.76,0,,82.16,monthly,0,renewed,1,0,,85.0
POL00406,CUST00371,VEH00415,2024-03-22,2025-03-21,liability_only,basic,250,0.589,40.0,10.59,7,0.0,32.96,quarterly,0,lapsed,0,1,price_increase,78.5
POL00407,CUST00372,VEH00416,2025-01-03,2026-01-02,full_coverage,basic,500,0.75,82.77,6.76,0,0.0,77.17,monthly,1,active,0,0,,98.2
POL00408,CUST00373,VEH00417,2025-02-11,2026-02-10,standard,comprehensive,500,0.612,40.0,11.18,0,0.0,35.53,monthly,1,active,0,0,,100.0
POL00409,CUST00374,VEH00418,2025-01-21,2026-01-20,full_coverage,comprehensive,1000,0.677,187.95,4.12,5,4.0,163.29,monthly,1,active,0,0,,87.3
POL00410,CUST00375,VEH00419,2024-06-20,2025-06-19,full_coverage,basic,250,0.588,82.61,6.76,7,6.0,66.29,quarterly,1,renewed,1,0,,96.0
POL00411,CUST00376,VEH00420,2025-04-27,2026-04-26,full_coverage,comprehensive,1000,0.833,63.24,,5,8.0,51.11,monthly,0,renewed,1,0,,90.1
POL00412,CUST00377,VEH00421,2025-03-27,2026-03-26,full_coverage,comprehensive,1000,0.868,164.75,0.59,3,0.0,158.84,quarterly,0,renewed,1,0,,83.4
POL00413,CUST00378,VEH00422,2025-03-08,2026-03-07,full_coverage,basic,500,0.579,72.28,12.06,0,0.0,63.56,quarterly,1,active,0,0,,74.3
POL00414,CUST00379,VEH00423,2025-06-01,2026-05-31,standard,basic,1000,0.65,92.6,9.12,5,0.0,79.52,quarterly,1,active,0,0,,85.6
POL00415,CUST00379,VEH00424,2025-09-16,2026-09-15,full_coverage,basic,500,0.618,83.82,10.88,3,4.0,68.83,monthly,1,renewed,1,0,,73.8
POL00416,CUST00380,VEH00425,2025-03-19,2026-03-18,standard,basic,1000,0.672,98.09,1.18,0,0.0,96.93,monthly,1,lapsed,0,1,moved_to_competitor,88.9
POL00417,CUST00380,VEH00426,2024-06-08,2025-06-07,premium,basic,500,0.611,57.11,5.59,3,0.0,52.2,monthly,1,cancelled,0,1,moved_to_competitor,75.1
POL00418,CUST00381,VEH00427,2025-05-08,2026-05-07,premium,enhanced,500,0.756,104.46,2.94,0,8.0,93.03,quarterly,0,cancelled,0,1,moved_to_competitor,100.0
POL00419,CUST00381,VEH00428,2024-01-21,2025-01-19,liability_only,basic,250,0.609,51.5,11.18,5,,43.17,monthly,0,active,0,0,,85.2
POL00420,CUST00382,VEH00429,2025-01-25,2026-01-24,standard,basic,250,0.569,59.86,9.12,3,0.0,52.6,quarterly,0,renewed,1,0,,75.0
POL00421,CUST00383,VEH00430,2025-03-13,2026-03-12,standard,basic,500,0.657,45.14,3.53,7,8.0,36.78,monthly,1,cancelled,0,1,,99.5
POL00422,CUST00384,VEH00431,2024-03-26,2025-03-25,standard,basic,500,0.76,86.59,4.12,0,0.0,83.02,monthly,0,cancelled,0,1,service_issues,71.5
POL00423,CUST00384,VEH00432,2024-11-03,2025-11-02,liability_only,enhanced,1000,0.596,60.55,3.82,3,0.0,56.42,quarterly,1,renewed,1,0,,86.5
POL00424,CUST00385,VEH00433,2025-09-01,2026-08-31,full_coverage,enhanced,250,0.54,69.44,7.94,7,0.0,59.07,monthly,1,active,0,0,,72.3
POL00425,CUST00385,VEH00434,2025-07-04,2026-07-03,standard,basic,1000,0.618,47.44,11.47,5,0.0,39.63,quarterly,1,active,0,0,,95.0
POL00426,CUST00386,VEH00435,2024-06-05,2025-06-04,premium,basic,500,0.649,82.1,2.65,3,6.0,72.54,annual,1,active,0,0,,99.6
POL00427,CUST00387,VEH00436,2025-07-20,2026-07-19,full_coverage,comprehensive,250,0.784,82.89,6.47,0,0.0,77.53,monthly,0,active,0,0,,84.9
POL00428,CUST00388,VEH00437,2024-06-28,2025-06-27,full_coverage,enhanced,1000,0.689,92.65,9.12,0,0.0,84.2,semiannual,1,renewed,1,0,,88.5
POL00429,CUST00389,VEH00438,2024-09-20,2025-09-19,premium,basic,250,0.808,93.82,8.24,0,4.0,82.34,monthly,0,cancelled,0,1,moved_to_competitor,64.7
POL00430,CUST00390,VEH00439,2025-01-24,2026-01-23,full_coverage,basic,500,0.717,62.09,5.0,0,8.0,54.02,annual,0,lapsed,0,1,moved_to_competitor,73.0
POL00431,CUST00391,VEH00440,2025-04-19,2026-04-18,full_coverage,basic,1000,0.628,99.54,5.88,0,0.0,93.69,semiannual,0,cancelled,0,1,moved_to_competitor,100.0
POL00432,CUST00392,VEH00441,2024-11-09,2025-11-08,full_coverage,enhanced,500,0.776,100.01,0.0,5,8.0,87.01,monthly,1,cancelled,0,1,price_increase,86.5
POL00433,CUST00393,VEH00442,2025-04-09,2026-04-08,standard,enhanced,1000,0.656,58.72,5.88,0,0.0,55.27,semiannual,0,renewed,1,0,,82.9
POL00434,CUST00394,VEH00443,2024-10-17,2025-10-16,full_coverage,enhanced,500,0.759,121.73,10.0,0,0.0,109.56,semiannual,0,cancelled,0,1,price_increase,82.9
POL00435,CUST00395,VEH00444,2025-01-19,2026-01-18,premium,enhanced,1000,0.628,63.08,10.59,5,6.0,49.46,monthly,1,renewed,1,0,,87.0
POL00436,CUST00396,VEH00445,2025-07-29,2026-07-28,standard,comprehensive,1500,0.646,61.53,10.88,0,6.0,51.14,monthly,1,active,0,0,,75.3
POL00437,CUST00396,VEH00446,2025-09-12,2026-09-11,full_coverage,basic,250,0.735,62.72,6.47,0,0.0,58.66,monthly,1,renewed,1,0,,83.5
POL00438,CUST00397,VEH00447,2025-05-07,2026-05-06,standard,comprehensive,1000,0.705,61.84,3.82,7,0.0,55.15,monthly,0,cancelled,0,1,moved_to_competitor,100.0
POL00439,CUST00398,VEH00448,2024-03-14,2025-03-13,standard,comprehensive,250,0.708,99.74,9.71,5,4.0,81.08,semiannual,0,active,0,0,,72.4
POL00440,CUST00399,VEH00449,2024-12-07,2025-12-06,standard,comprehensive,250,0.694,81.59,6.18,0,6.0,71.65,monthly,1,renewed,1,0,,91.9
POL00441,CUST00400,VEH00450,2024-05-19,2025-05-18,standard,basic,500,0.628,59.55,8.24,0,4.0,52.26,quarterly,1,active,0,0,,84.1
POL00442,CUST00401,VEH00451,2025-04-25,2026-04-24,liability_only,comprehensive,500,0.818,139.35,11.18,0,0.0,123.77,monthly,0,active,0,0,,65.5
POL00443,CUST00402,VEH00452,2024-07-19,2025-07-18,premium,comprehensive,500,0.716,121.05,1.47,0,0.0,119.27,annual,1,active,0,0,,100.0
POL00444,CUST00403,VEH00453,2024-06-07,2025-06-06,standard,comprehensive,500,0.73,72.75,10.59,0,4.0,62.14,monthly,0,cancelled,0,1,moved_to_competitor,91.5
POL00445,CUST00404,VEH00454,2024-07-13,2025-07-12,liability_only,basic,250,0.631,44.78,3.24,0,6.0,40.64,monthly,1,active,0,0,,97.7
POL00446,CUST00405,VEH00455,2024-01-05,2025-01-03,standard,enhanced,500,0.713,91.01,2.06,0,0.0,89.14,monthly,0,active,0,0,,78.3
POL00447,CUST00406,VEH00456,2024-01-14,2025-01-12,standard,enhanced,250,0.654,67.17,6.76,3,0.0,60.61,monthly,0,lapsed,0,1,service_issues,84.3
POL00448,CUST00407,VEH00457,2025-05-27,2026-05-26,premium,enhanced,500,0.65,85.73,8.53,3,0.0,75.85,monthly,0,active,0,0,,87.6
POL00449,CUST00408,VEH00458,2025-01-18,2026-01-17,standard,basic,500,0.638,40.0,6.18,5,4.0,33.93,monthly,0,active,0,0,,100.0
POL00450,CUST00409,VEH00459,2025-05-18,2026-05-17,standard,enhanced,500,0.592,66.74,10.0,0,0.0,60.07,monthly,0,active,0,0,,84.0
POL00451,CUST00411,VEH00461,2025-02-18,2026-02-17,premium,basic,500,0.681,63.88,,5,0.0,53.74,monthly,1,cancelled,0,1,price_increase,93.7
POL00452,CUST00412,VEH00462,2025-03-01,2026-02-28,standard,basic,500,0.663,53.31,10.29,5,0.0,45.16,monthly,0,active,0,0,,100.0
POL00453,CUST00413,VEH00463,2025-02-08,2026-02-07,liability_only,basic,500,0.655,69.17,6.47,0,0.0,64.69,annual,1,active,0,0,,80.7
POL00454,CUST00414,VEH00464,2025-01-17,2026-01-16,liability_only,basic,1500,0.773,95.52,3.82,0,0.0,91.87,semiannual,1,active,0,0,,89.4
POL00455,CUST00415,VEH00465,2025-01-28,2026-01-27,standard,basic,500,0.759,78.78,7.06,5,0.0,69.28,monthly,0,active,0,0,,68.5
POL00456,CUST00416,VEH00466,2025-05-16,2026-05-15,standard,comprehensive,250,0.752,45.36,0.88,5,4.0,40.88,monthly,0,lapsed,0,1,service_issues,69.7
POL00457,CUST00417,VEH00468,2024-11-11,2025-11-10,premium,enhanced,500,0.636,81.82,9.71,5,0.0,69.78,monthly,1,active,0,0,,67.9
POL00458,CUST00418,VEH00469,2025-08-25,2026-08-24,full_coverage,basic,1500,0.598,89.48,7.06,0,4.0,79.58,monthly,1,renewed,1,0,,68.8
POL00459,CUST00418,VEH00470,2024-03-13,2025-03-12,liability_only,enhanced,250,0.627,56.11,12.35,0,0.0,49.18,monthly,0,active,0,0,,94.5
POL00460,CUST00419,VEH00471,2025-02-22,2026-02-21,premium,comprehensive,250,0.773,105.82,7.35,3,0.0,94.87,semiannual,1,active,0,0,,99.1
POL00461,CUST00420,VEH00472,2024-02-09,2025-02-07,premium,enhanced,500,0.758,103.49,8.82,0,8.0,86.08,quarterly,0,cancelled,0,1,service_issues,73.7
POL00462,CUST00421,VEH00473,2024-05-07,2025-05-06,standard,comprehensive,500,0.584,58.33,7.94,3,0.0,51.95,monthly,0,cancelled ,0,1,billing_problems,81.9
POL00463,CUST00422,VEH00474,2025-01-29,2026-01-28,standard,comprehensive,500,0.613,41.44,8.53,0,0.0,37.91,quarterly,1,active,0,0,,100.0
POL00464,CUST00424,VEH00476,2025-08-02,2026-08-01,liability_only,enhanced,1000,0.791,70.19,5.59,5,0.0,62.76,quarterly,1,cancelled,0,1,service_issues,82.3
POL00465,CUST00425,VEH00477,2024-06-15,2025-06-14,premium,enhanced,500,0.558,77.19,2.65,0,0.0,75.14,annual,0,renewed,1,0,,64.0
POL00466,CUST00426,VEH00478,2024-07-17,2025-07-16,standard,comprehensive,500,0.737,90.27,0.0,3,0.0,87.56,semiannual,0,cancelled,0,1,price_increase,87.8
POL00467,CUST00427,VEH00479,2025-03-22,2026-03-21,full_coverage,comprehensive,1000,0.628,95.6,5.88,0,0.0,89.98,monthly,1,RENEWED,1,0,,96.2
POL00468,CUST00428,VEH00480,2024-09-18,2025-09-17,premium,basic,500,0.771,158.79,,0,6.0,128.24,monthly,0,active,0,0,,51.4
POL00469,CUST00429,VEH00481,2024-12-22,2025-12-21,full_coverage,enhanced,500,0.782,79.88,9.41,0,6.0,67.57,quarterly,0,lapsed ,0,1,price_increase,81.2
POL00470,CUST00430,VEH00482,2025-06-05,2026-06-04,liability_only,comprehensive,1000,0.665,40.0,4.12,3,4.0,35.55,monthly,0,active,0,0,,92.0
POL00471,CUST00431,VEH00483,2025-05-15,2026-05-14,premium,enhanced,1500,0.671,69.95,3.53,3,0.0,65.38,monthly,1,renewed,1,0,,59.5
POL00472,CUST00432,VEH00484,2025-01-12,2026-01-11,premium,comprehensive,1000,0.672,111.06,6.18,0,0.0,104.2,monthly,0,active,0,0,,69.5
POL00473,CUST00433,VEH00485,2024-02-29,2025-02-27,standard,comprehensive,1000,0.589,138.4,12.35,5,0.0,114.39,monthly,1,renewed,1,0,,69.1
POL00474,CUST00434,VEH00486,2025-01-29,2026-01-28,standard,comprehensive,1000,0.625,118.64,7.65,0,0.0,109.56,monthly,0,active,0,0,,72.6
POL00475,CUST00435,VEH00487,2025-03-10,2026-03-09,full_coverage,basic,500,0.614,79.16,7.94,0,0.0,72.87,semiannual,1,lapsed,0,1,billing_problems,76.1
POL00476,CUST00436,VEH00488,2024-09-09,2025-09-08,standard,enhanced,500,0.603,47.94,8.24,0,0.0,43.99,quarterly,1,active,0,0,,90.3
POL00477,CUST00436,VEH00489,2024-09-05,2025-09-04,full_coverage,basic,1500,0.611,91.81,11.76,5,0.0,76.42,annual,1,lapsed,0,1,moved_to_competitor,73.0
POL00478,CUST00437,VEH00490,2025-05-04,2026-05-03,standard,comprehensive,1000,0.651,80.22,9.12,0,6.0,68.09,monthly,1,renewed,1,0,,95.4
POL00479,CUST00437,VEH00491,2024-02-05,2025-02-03,standard,basic,500,0.609,75.87,7.06,3,0.0,68.24,monthly,1,cancelled,0,1,price_increase,97.3
POL00480,CUST00437,VEH00492,2025-01-05,2026-01-04,full_coverage,basic,1000,0.577,90.54,6.47,3,,74.72,monthly,1,active,0,0,,65.5
POL00481,CUST00438,VEH00493,2024-01-29,2025-01-27,full_coverage,comprehensive,500,0.6,63.38,4.41,0,0.0,60.58,monthly,1,renewed,1,0,,70.6
POL00482,CUST00439,VEH00494,2024-05-31,2025-05-30,full_coverage,comprehensive,1000,0.607,85.71,7.65,7,0.0,73.15,monthly,1,active,0,0,,67.1
POL00483,CUST00440,VEH00495,2024-09-24,2025-09-23,full_coverage,comprehensive,1000,0.81,150.83,8.82,0,0.0,137.53,semiannual,0,lapsed,0,1,billing_problems,60.9
POL00484,CUST00441,VEH00496,2025-09-11,2026-09-10,liability_only,basic,500,0.58,40.0,11.47,5,6.0,31.01,annual,0,cancelled,0,1,service_issues,78.9
POL00485,CUST00442,VEH00497,2025-04-11,2026-04-10,standard,basic,1500,0.62,40.0,11.18,0,0.0,35.53,semiannual,1,active,0,0,,78.6
POL00486,CUST00443,VEH00498,2024-05-30,2025-05-29,full_coverage,basic,500,0.672,67.45,9.71,0,4.0,58.2,semiannual,1,active,0,0,,81.2
POL00487,CUST00444,VEH00499,2024-09-17,2025-09-16,full_coverage,enhanced,250,0.733,112.99,7.65,7,0.0,96.44,annual,0,active,0,0,,88.2
POL00488,CUST00445,VEH00500,2024-09-10,2025-09-09,standard,enhanced,250,0.936,59.11,1.76,0,0.0,58.07,monthly,1,lapsed,0,1,service_issues,54.7
POL00489,CUST00446,VEH00501,2025-09-08,2026-09-07,liability_only,basic,1000,0.676,40.0,6.18,0,0.0,37.53,monthly,0,cancelled,0,1,billing_problems,93.3
POL00490,CUST00447,VEH00502,2025-08-15,2026-08-14,full_coverage,comprehensive,1000,0.606,63.71,10.29,5,0.0,53.97,monthly,0,active,0,0,,84.6
POL00491,CUST00448,VEH00503,2024-06-14,2025-06-13,full_coverage,comprehensive,500,0.607,66.96,4.71,0,0.0,63.81,monthly,0,renewed,1,0,,100.0
POL00492,CUST00449,VEH00504,2024-01-13,2025-01-11,full_coverage,enhanced,1000,0.634,94.18,10.59,3,0.0,81.38,quarterly,1,active,0,0,,80.2
POL00493,CUST00450,VEH00505,2024-04-29,2025-04-28,liability_only,enhanced,1500,0.633,69.44,4.41,7,0.0,61.52,monthly,0,renewed,1,0,,61.8
