policy_id,customer_id,vehicle_id,policy_start_date,policy_end_date,policy_type,coverage_level,deductible,risk_score,base_premium,telematics_discount_pct,loyalty_discount_pct,bundled_discount_pct,final_monthly_premium,payment_frequency,autopay_flag,policy_status,renewal_flag,churn_flag,cancellation_reason,payment_timeliness_score,premium_band,total_discount_pct,discount_band,risk_band,age,state,city,income_band,credit_tier,customer_segment,tenure_months,vehicle_make,vehicle_model,vehicle_year,vehicle_type,vehicle_value_estimate,annual_mileage,primary_use,total_premium_paid,total_discount_amount,total_support_cost,total_claim_cost,estimated_customer_ltv,estimated_net_value,profitability_segment,ticket_count,avg_resolution_time_hours,avg_csat,escalation_rate,refund_rate,total_refund_amount,support_burden_band,claim_count,total_estimated_claim_cost,total_approved_claim_amount
POL00578,CUST00530,VEH00591,2024-01-08,2025-01-06,premium,enhanced,250,0.617,71.28,12.06,5,0.0,59.12,monthly,1,active,0,0,,86.3,low,17.060000000000002,high,moderate_risk,59.0,Illinois,Aurora,lower_middle,excellent,standard,32.0,Kia,Forte,2022,sedan,20416.03,15403,commuting,59.12,12.160000000000004,62.15,0.0,59.12,-3.030000000000001,negative,3.0,5.0633333333333335,3.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00579,CUST00531,VEH00592,2025-01-19,2026-01-18,full_coverage,basic,1000,0.66,109.69,6.47,0,6.0,96.01,monthly,1,renewed,1,0,,100.0,mid,12.469999999999999,high,moderate_risk,71.0,Texas,San Antonio,lower_middle,good,budget,27.0,Chevrolet,Malibu,2025,sedan,26441.62,16560,leisure,1152.12,164.1599999999999,83.16,0.0,1785.7860000000005,1068.96,medium,3.0,11.313333333333333,3.6666666666666665,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00580,CUST00532,VEH00593,2025-09-09,2026-09-08,premium,basic,500,0.627,40.0,3.82,3,0.0,37.27,monthly,1,active,0,0,,87.4,low,6.82,moderate,moderate_risk,57.0,Arizona,Mesa,middle,very_good,budget,40.0,Subaru,Outback,2011,suv,7814.37,4606,mixed,149.08,10.919999999999987,265.37,0.0,149.08,-116.29,negative,3.0,73.99999999999999,3.5,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00581,CUST00532,VEH00594,2025-06-16,2026-06-15,standard,enhanced,500,0.736,61.48,3.24,5,4.0,53.95,monthly,1,active,0,0,,93.0,low,12.24,high,moderate_risk,57.0,Arizona,Mesa,middle,very_good,budget,40.0,Kia,Forte,2016,sedan,11810.58,8954,leisure,377.65,52.70999999999996,135.64999999999998,0.0,377.65,242.00000000000009,low,3.0,19.853333333333335,4.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00582,CUST00533,VEH00595,2024-09-29,2025-09-28,standard,basic,250,0.572,40.44,6.18,0,0.0,37.94,semiannual,0,lapsed,0,1,moved_to_competitor,77.0,low,6.18,moderate,low_risk,54.0,Georgia,Savannah,middle,excellent,standard,33.0,Subaru,Outback,2015,suv,14060.42,9031,family,341.46,22.5,79.07000000000001,0.0,341.46,262.39,low,2.0,19.42,4.0,0.0,0.5,29.17,low,0.0,0.0,0.0
POL00583,CUST00534,VEH00596,2025-05-12,2026-05-11,standard,enhanced,500,0.57,59.46,6.18,3,,49.24,monthly,0,cancelled,0,1,moved_to_competitor,64.6,low,9.18,moderate,low_risk,43.0,North Carolina,Raleigh,lower_middle,fair,premium,17.0,Kia,Sportage,2014,suv,7150.11,7095,mixed,393.92,81.75999999999999,0.0,0.0,393.92,393.92,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00584,CUST00535,VEH00597,2025-04-29,2026-04-28,premium,basic,250,0.631,95.36,6.47,7,8.0,74.89,monthly,0,active,0,0,,82.5,low,21.47,very_high,moderate_risk,30.0,Arizona,Tempe,middle,good,budget,11.0,Tesla,Model 3,2021,sedan,37172.79,19181,commuting,674.01,184.23,139.38,0.0,674.01,534.63,medium,3.0,23.073333333333334,1.0,0.3333333333333333,0.0,0.0,moderate,0.0,0.0,0.0
POL00585,CUST00536,VEH00598,2024-12-11,2025-12-10,full_coverage,enhanced,250,0.752,115.05,10.59,7,6.0,87.91,monthly,0,active,0,0,,64.4,mid,23.59,very_high,moderate_risk,74.0,New York,New York,lower_middle,good,budget,12.0,Nissan,Altima,2020,sedan,20166.32,8084,commuting,1054.92,325.68,27.55,0.0,1054.92,1027.37,medium,1.0,9.44,1.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00586,CUST00537,VEH00599,2025-09-10,2026-09-09,premium,comprehensive,250,0.633,77.4,2.65,7,0.0,69.93,semiannual,0,active,0,0,,70.1,low,9.65,moderate,moderate_risk,61.0,Ohio,Cincinnati,lower_middle,very_good,standard,42.0,Ford,Focus,2011,hatchback,9844.42,8637,commuting,279.72,29.879999999999995,0.0,0.0,279.72,279.72,low,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,14332.78,0.0
POL00587,CUST00538,VEH00600,2025-03-15,2026-03-14,liability_only,enhanced,250,0.723,82.87,12.35,0,0.0,72.64,annual,0,active,0,0,,100.0,low,12.35,high,moderate_risk,54.0,California,San Diego,low,fair,standard,9.0,Nissan,Altima,2013,sedan,4730.98,11236,family,726.4,102.30000000000004,0.0,0.0,726.4,726.4,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,2196.53,0.0
POL00588,CUST00538,VEH00601,2024-12-10,2025-12-09,liability_only,basic,500,0.641,79.16,4.41,3,0.0,73.29,monthly,1,active,0,0,,85.6,low,7.41,moderate,moderate_risk,54.0,California,San Diego,low,fair,standard,9.0,Tesla,Model Y,2023,suv,37566.75,14004,commuting,879.48,70.43999999999988,215.32,0.0,879.48,664.1600000000001,medium,3.0,41.38666666666666,2.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00589,CUST00539,VEH00602,2025-01-14,2026-01-13,liability_only,enhanced,1000,0.773,72.75,4.12,0,6.0,65.39,quarterly,0,active,0,0,,94.6,low,10.120000000000001,high,moderate_risk,49.0,Florida,Tampa,middle,good,standard,12.0,Ford,F-150,2017,pickup,18000.28,15575,commuting,784.6800000000001,88.32,133.26999999999998,0.0,784.6800000000001,651.4100000000001,medium,2.0,34.54,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00590,CUST00540,VEH00603,2024-12-17,2025-12-16,liability_only,basic,500,0.647,40.56,4.71,0,0.0,38.65,annual,1,renewed,1,0,,92.2,low,4.71,low,moderate_risk,55.0,Texas,Dallas,middle,very_good,premium,8.0,Nissan,Altima,2015,sedan,3500.0,11321,mixed,463.8,22.920000000000044,17.22,0.0,718.89,446.5799999999999,low,1.0,4.02,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00591,CUST00541,VEH00604,2024-11-18,2025-11-17,full_coverage,enhanced,1500,0.625,89.71,8.24,5,0.0,77.83,monthly,0,renewed,1,0,,81.6,low,13.24,high,moderate_risk,75.0,Texas,San Antonio,middle,excellent,budget,44.0,Subaru,Forester,2017,suv,18466.61,8676,commercial_light,856.13,130.67999999999995,0.0,0.0,1327.0015,856.13,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00592,CUST00542,VEH00605,2024-09-02,2025-09-01,standard,enhanced,1500,0.607,101.53,8.24,0,0.0,93.16,monthly,1,cancelled,0,1,price_increase,89.2,mid,8.24,moderate,moderate_risk,65.0,Florida,Jacksonville,upper_middle,fair,budget,17.0,Honda,Odyssey,2025,sedan,30581.85,13175,commuting,838.4399999999999,75.33000000000004,97.6,0.0,838.4399999999999,740.8399999999999,medium,2.0,21.0,4.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00593,CUST00542,VEH00606,2025-01-04,2026-01-03,full_coverage,enhanced,250,0.597,110.75,7.65,0,8.0,93.42,monthly,1,renewed,1,0,,86.4,mid,15.65,high,low_risk,65.0,Florida,Jacksonville,upper_middle,fair,budget,17.0,Chevrolet,Bolt,2024,hatchback,26770.39,8823,mixed,1121.04,207.96,131.88,0.0,1737.612,989.16,medium,4.0,15.59,2.6666666666666665,0.25,0.0,0.0,moderate,0.0,0.0,0.0
POL00594,CUST00543,VEH00607,2025-02-12,2026-02-11,standard,basic,1500,0.581,57.52,,0,4.0,48.79,quarterly,1,active,0,0,,93.6,low,4.0,low,low_risk,32.0,Ohio,Toledo,,good,standard,2.0,Nissan,Sentra,2023,sedan,16872.1,8165,family,536.6899999999999,96.03000000000004,110.65,0.0,536.6899999999999,426.04,low,3.0,13.603333333333333,0.0,0.0,0.0,0.0,moderate,1.0,3781.61,0.0
POL00595,CUST00544,VEH00608,2025-01-22,2026-01-21,standard,comprehensive,500,0.652,82.25,3.53,0,0.0,79.35,monthly,0,active,0,0,,100.0,low,3.53,low,moderate_risk,72.0,California,San Jose,lower_middle,very_good,premium,30.0,Chevrolet,Equinox,2020,pickup,21630.79,5794,mixed,952.2,34.80000000000007,0.0,0.0,952.2,952.2,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00596,CUST00545,VEH00609,2025-09-17,2026-09-16,full_coverage,comprehensive,250,0.762,76.85,11.18,0,4.0,65.18,semiannual,0,active,0,0,,76.4,low,15.18,high,moderate_risk,36.0,New York,New York,high,very_good,standard,44.0,Kia,Forte,2014,sedan,4042.77,15835,mixed,260.72,46.67999999999995,25.4,0.0,260.72,235.32,low,1.0,6.75,3.0,0.0,1.0,0.0,low,0.0,0.0,0.0
POL00597,CUST00546,VEH00610,2024-02-28,2025-02-26,standard,basic,1000,0.62,82.73,,0,0.0,78.83,monthly,0,renewed,1,0,,62.3,low,0.0,none,moderate_risk,43.0,Georgia,Atlanta,lower_middle,poor,budget,11.0,Subaru,Impreza,2023,hatchback,23543.92,13821,commuting,157.66,7.800000000000011,87.56,0.0,244.373,70.1,low,3.0,13.983333333333334,1.6666666666666667,0.6666666666666666,0.0,0.0,moderate,0.0,0.0,0.0
POL00598,CUST00547,VEH00611,2024-12-30,2025-12-29,standard,comprehensive,1500,0.598,77.99,5.88,0,0.0,73.4,monthly,0,active,0,0,,75.2,low,5.88,moderate,low_risk,61.0,Texas,San Antonio,upper_middle,good,high_value,45.0,Toyota,Corolla,2025,sedan,21023.2,12138,leisure,880.8000000000001,55.07999999999987,0.0,0.0,880.8000000000001,880.8000000000001,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00599,CUST00548,VEH00612,2024-12-04,2025-12-03,full_coverage,enhanced,1000,0.665,95.11,7.65,0,4.0,84.03,annual,0,cancelled,0,1,price_increase,96.7,mid,11.65,high,moderate_risk,69.0,Arizona,Tucson,upper_middle,excellent,high_value,38.0,Jeep,Compass,2023,suv,32498.05,12563,commuting,1008.36,132.95999999999998,62.98,0.0,1008.36,945.38,medium,2.0,11.865,3.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00600,CUST00549,VEH00613,2024-04-12,2025-04-11,standard,basic,500,0.682,95.93,10.29,7,6.0,73.59,monthly,0,renewed,1,0,,69.1,low,23.29,very_high,moderate_risk,50.0,Georgia,Athens,lower_middle,fair,budget,17.0,Jeep,Grand Cherokee,2025,suv,32345.24,13590,mixed,294.36,89.36000000000001,167.29000000000002,0.0,456.258,127.07,low,5.0,14.819999999999999,4.0,0.0,0.2,0.0,moderate,0.0,0.0,0.0
POL00601,CUST00549,VEH00614,2024-01-04,2025-01-02,standard,enhanced,500,0.597,77.61,3.53,0,6.0,70.21,monthly,1,renewed,1,0,,94.8,low,9.53,moderate,low_risk,50.0,Georgia,Athens,lower_middle,fair,budget,17.0,Honda,Odyssey,2025,minivan,23036.99,8962,commercial_light,70.21,7.400000000000006,0.0,0.0,108.8255,70.21,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00602,CUST00550,VEH00615,2025-04-12,2026-04-11,full_coverage,basic,500,0.611,66.07,8.53,5,0.0,57.13,monthly,1,lapsed,0,1,service_issues,71.8,low,13.53,high,moderate_risk,59.0,Arizona,Phoenix,upper_middle,good,premium,2.0,Chevrolet,Malibu,2010,suv,11846.16,9756,mixed,514.1700000000001,80.45999999999992,57.45,0.0,514.1700000000001,456.7200000000001,low,2.0,9.66,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00603,CUST00550,VEH00616,2025-02-15,2026-02-14,full_coverage,basic,1000,0.562,48.0,5.59,7,0.0,41.96,semiannual,0,renewed,1,0,,83.5,low,12.59,high,low_risk,59.0,Arizona,Phoenix,upper_middle,good,premium,2.0,Kia,Forte,2014,sedan,5252.87,8908,mixed,461.56,66.44,39.15,0.0,715.418,422.41,low,1.0,13.94,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00604,CUST00551,VEH00617,2024-05-22,2025-05-21,standard,basic,250,0.694,40.0,2.35,0,0.0,39.06,monthly,1,cancelled,0,1,billing_problems,68.0,low,2.35,low,moderate_risk,25.0,Georgia,Atlanta,middle,very_good,standard,35.0,Hyundai,Tucson,2017,suv,9004.86,11741,family,195.3,4.699999999999989,0.0,0.0,195.3,195.3,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00605,CUST00552,VEH00618,2024-01-27,2025-01-25,standard,enhanced,500,0.719,101.96,4.41,0,0.0,97.46,quarterly,1,active,0,0,,82.6,mid,4.41,low,moderate_risk,62.0,Ohio,Cleveland,lower_middle,good,premium,32.0,Honda,Civic,2025,sedan,24315.75,13831,commuting,97.46,4.5,144.21,0.0,97.46,-46.750000000000014,negative,4.0,17.565,2.0,0.0,0.25,72.56,moderate,0.0,0.0,0.0
POL00606,CUST00553,VEH00619,2025-09-08,2026-09-07,standard,comprehensive,500,0.746,134.08,10.59,7,0.0,110.5,monthly,0,cancelled,0,1,moved_to_competitor,100.0,mid,17.59,high,moderate_risk,21.0,California,Sacramento,,poor,standard,16.0,Nissan,Altima,2024,sedan,21366.87,6777,mixed,442.0,94.32000000000004,0.0,11988.26,442.0,-11546.26,negative,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,55073.93199999999,11988.26
POL00607,CUST00554,VEH00620,2024-05-05,2025-05-04,liability_only,enhanced,250,0.749,63.21,8.82,0,0.0,57.63,monthly,1,renewed,1,0,,100.0,low,8.82,moderate,moderate_risk,65.0,Ohio,Toledo,high,good,standard,32.0,Subaru,Forester,2010,suv,8854.3,17790,commuting,288.15000000000003,27.89999999999999,21.68,0.0,446.6325000000001,266.47,low,1.0,9.6,4.0,0.0,1.0,44.88,low,0.0,0.0,0.0
POL00608,CUST00555,VEH00621,2025-06-27,2026-06-26,full_coverage,enhanced,500,0.679,112.83,3.24,0,4.0,104.66,monthly,0,cancelled,0,1,price_increase,86.2,mid,7.24,moderate,moderate_risk,29.0,North Carolina,Durham,low,fair,standard,37.0,Tesla,Model Y,2014,sedan,27910.47,14233,commuting,732.62,57.19000000000001,76.89,0.0,732.62,655.73,medium,3.0,10.373333333333333,4.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00609,CUST00556,VEH00622,2024-10-13,2025-10-12,liability_only,basic,1000,0.618,59.9,11.18,0,0.0,53.2,monthly,1,active,0,0,,93.3,low,11.18,high,moderate_risk,63.0,New York,New York,middle,poor,standard,45.0,Kia,Forte,2021,sedan,16051.27,13457,commuting,532.0,66.99999999999996,0.0,0.0,532.0,532.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00610,CUST00557,VEH00623,2024-09-11,2025-09-10,standard,comprehensive,1000,0.673,79.39,6.76,0,4.0,70.85,monthly,1,cancelled,0,1,price_increase,66.9,low,10.76,high,moderate_risk,71.0,Pennsylvania,Philadelphia,low,very_good,premium,31.0,Tesla,Model 3,2012,sedan,22928.11,15929,mixed,637.65,76.86000000000006,20.42,0.0,637.65,617.23,medium,1.0,5.52,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00611,CUST00558,VEH00624,2025-01-12,2026-01-11,standard,basic,250,0.675,40.0,0.88,3,4.0,36.85,monthly,1,active,0,0,,96.0,low,7.88,moderate,moderate_risk,62.0,Texas,Houston,lower_middle,excellent,high_value,7.0,Kia,Sportage,2011,suv,7975.49,12697,commuting,442.2000000000001,37.79999999999998,0.0,0.0,442.2000000000001,442.2000000000001,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00612,CUST00559,VEH00625,2025-04-07,2026-04-06,premium,enhanced,500,0.584,70.7,12.65,0,4.0,58.93,annual,0,lapsed,0,1,moved_to_competitor,71.7,low,16.65,high,low_risk,54.0,North Carolina,Charlotte,upper_middle,excellent,standard,31.0,Nissan,Leaf,2018,pickup,13988.74,10432,family,530.37,105.93000000000004,41.74,0.0,530.37,488.63,low,2.0,4.84,2.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00613,CUST00560,VEH00626,2025-09-25,2026-09-24,premium,basic,250,0.563,59.41,9.41,5,0.0,50.85,annual,0,lapsed,0,1,,59.9,low,14.41,high,low_risk,49.0,Arizona,Tempe,middle,poor,high_value,32.0,Subaru,Forester,2016,suv,15918.0,10153,family,203.4,34.23999999999998,28.06,0.0,203.4,175.34,low,1.0,10.08,4.0,0.0,1.0,0.0,low,0.0,0.0,0.0
POL00614,CUST00561,VEH00627,2025-05-01,2026-04-30,standard,basic,500,0.721,40.26,13.53,0,0.0,34.81,monthly,0,active,0,0,,81.8,low,13.53,high,moderate_risk,27.0,California,San Diego,upper_middle,excellent,high_value,14.0,Honda,Cr-V,2011,suv,10762.34,14194,commuting,278.48,43.599999999999966,189.27,0.0,278.48,89.21000000000001,low,5.0,19.816,2.25,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00615,CUST00562,VEH00628,2025-06-11,2026-06-10,standard,enhanced,500,0.743,61.95,2.94,7,6.0,52.08,monthly,0,renewed,1,0,,61.9,low,15.94,high,moderate_risk,58.0,New York,Albany,high,very_good,standard,9.0,Jeep,Grand Cherokee,2011,suv,14820.51,20871,family,364.56,69.09000000000003,208.98,0.0,565.068,155.57999999999998,low,5.0,19.246000000000002,2.0,0.2,0.2,0.0,moderate,0.0,0.0,0.0
POL00616,CUST00562,VEH00629,2025-02-27,2026-02-26,premium,comprehensive,500,0.639,97.35,11.47,3,4.0,79.37,monthly,0,active,0,0,,81.9,low,18.47,high,moderate_risk,58.0,New York,Albany,high,very_good,standard,9.0,Honda,Odyssey,2021,minivan,23001.43,16496,family,873.07,197.7799999999999,0.0,0.0,873.07,873.07,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00617,CUST00563,VEH00630,2024-07-11,2025-07-10,premium,enhanced,1000,0.762,113.05,,3,0.0,104.33,annual,1,active,0,0,,86.4,mid,3.0,low,moderate_risk,75.0,New York,Albany,lower_middle,very_good,budget,38.0,Tesla,Model 3,2021,sedan,32555.01,17987,family,730.31,61.03999999999999,190.06,0.0,730.31,540.25,medium,5.0,18.014,2.4,0.4,0.2,46.34,moderate,0.0,0.0,0.0
POL00618,CUST00564,VEH00631,2024-01-04,2025-01-02,premium,enhanced,250,0.541,40.0,7.06,5,0.0,35.18,monthly,1,cancelled,0,1,price_increase,88.0,low,12.059999999999999,high,low_risk,34.0,Arizona,Mesa,,good,budget,29.0,Hyundai,Sonata,2012,sedan,3500.0,8605,family,35.18,4.82,0.0,0.0,35.18,35.18,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00619,CUST00564,VEH00632,2024-11-25,2025-11-24,standard,basic,1000,0.647,47.09,7.94,5,0.0,41.0,annual,0,renewed,1,0,,78.5,low,12.940000000000001,high,moderate_risk,34.0,Arizona,Mesa,,good,budget,29.0,Jeep,Compass,2014,suv,17441.14,23147,commuting,451.0,66.99000000000004,112.23,0.0,699.0500000000001,338.77,low,2.0,25.145000000000003,3.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00620,CUST00565,VEH00633,2024-01-18,2025-01-16,standard,basic,1000,0.637,40.0,4.41,5,0.0,36.24,annual,1,active,0,0,,77.8,low,9.41,moderate,moderate_risk,75.0,Ohio,Cleveland,high,fair,budget,5.0,Hyundai,Sonata,2013,sedan,3586.29,6179,commuting,36.24,3.759999999999998,39.06,0.0,36.24,-2.8200000000000003,negative,2.0,3.165,3.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00621,CUST00566,VEH00634,2025-01-03,2026-01-02,liability_only,comprehensive,1000,0.626,75.86,8.53,3,0.0,67.11,quarterly,1,active,0,0,,100.0,low,11.53,high,moderate_risk,36.0,Ohio,Toledo,,very_good,standard,44.0,Tesla,Model 3,2017,sedan,31057.27,11052,family,805.3199999999999,105.0,0.0,0.0,805.3199999999999,805.3199999999999,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00622,CUST00567,VEH00635,2024-02-16,2025-02-14,standard,comprehensive,1000,0.598,63.34,8.24,3,0.0,56.22,monthly,0,active,0,0,,100.0,low,11.24,high,low_risk,69.0,Arizona,Mesa,middle,very_good,standard,19.0,Hyundai,Tucson,2018,suv,16186.11,4380,leisure,112.44,14.240000000000007,168.02,0.0,112.44,-55.58000000000001,negative,3.0,28.336666666666662,3.6666666666666665,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00623,CUST00568,VEH00636,2024-11-29,2025-11-28,standard,basic,500,0.81,66.2,5.0,0,0.0,62.89,semiannual,1,renewed,1,0,,71.4,low,5.0,low,moderate_risk,23.0,Florida,Tampa,high,excellent,premium,22.0,Jeep,Grand Cherokee,2018,suv,19437.56,17192,family,691.79,36.410000000000025,16.61,0.0,1072.2745,675.18,medium,1.0,3.26,1.0,1.0,0.0,0.0,low,0.0,0.0,0.0
POL00624,CUST00569,VEH00637,2025-03-30,2026-03-29,standard,basic,500,0.766,55.32,4.12,0,0.0,53.04,monthly,0,active,0,0,,85.5,low,4.12,low,moderate_risk,37.0,Ohio,Toledo,middle,very_good,high_value,31.0,Toyota,Corolla,2021,sedan,15321.78,17195,commuting,530.4,22.80000000000001,35.04,1978.28,530.4,-1482.92,negative,2.0,4.405,3.0,0.5,0.0,0.0,low,1.0,2459.95,1978.28
POL00625,CUST00570,VEH00638,2024-08-27,2025-08-26,standard,enhanced,500,0.776,62.69,5.0,3,0.0,57.67,monthly,1,renewed,1,0,,69.8,low,8.0,moderate,moderate_risk,30.0,Illinois,Springfield,lower_middle,very_good,standard,16.0,Hyundai,Kona,2025,suv,19562.25,16433,mixed,461.36,40.15999999999997,0.0,0.0,715.1080000000001,461.36,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00626,CUST00571,VEH00639,2025-09-13,2026-09-12,premium,comprehensive,1000,0.609,128.65,13.53,5,0.0,104.81,quarterly,0,lapsed,0,1,claim_dispute,100.0,mid,18.53,high,moderate_risk,32.0,Ohio,Toledo,middle,fair,premium,19.0,Jeep,Compass,2025,suv,30183.2,11700,commuting,419.24,95.36,0.0,2742.64,419.24,-2323.4,negative,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,3452.88,2742.64
POL00627,CUST00572,VEH00640,2025-05-11,2026-05-10,standard,basic,1000,0.763,91.18,3.24,3,4.0,81.84,annual,0,active,0,0,,86.2,mid,10.24,high,moderate_risk,68.0,Arizona,Tucson,middle,fair,budget,30.0,Jeep,Grand Cherokee,2024,suv,29571.7,19841,mixed,654.72,74.72000000000003,133.0,0.0,654.72,521.72,medium,1.0,111.3,3.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00628,CUST00573,VEH00641,2025-02-13,2026-02-12,full_coverage,enhanced,500,0.601,73.02,5.0,5,0.0,65.72,annual,1,lapsed,0,1,price_increase,80.8,low,10.0,moderate,moderate_risk,33.0,Georgia,Atlanta,upper_middle,good,standard,17.0,Subaru,Outback,2012,suv,17116.2,7818,mixed,722.92,80.29999999999997,38.52,1490.05,722.92,-805.65,negative,2.0,5.324999999999999,5.0,0.5,0.0,0.0,low,1.0,1791.88,1490.05
POL00629,CUST00574,VEH00642,2025-09-19,2026-09-18,liability_only,basic,250,0.624,40.0,4.41,0,0.0,38.24,quarterly,1,active,0,0,,80.3,low,4.41,low,moderate_risk,34.0,Texas,Dallas,middle,good,standard,44.0,Chevrolet,Bolt,2012,hatchback,7066.37,13137,family,152.96,7.039999999999992,228.29,0.0,152.96,-75.32999999999998,negative,3.0,45.53666666666667,4.0,0.0,0.3333333333333333,0.0,moderate,0.0,0.0,0.0
POL00630,CUST00575,VEH00643,2024-03-24,2025-03-23,premium,comprehensive,500,0.61,69.53,8.82,7,0.0,58.53,quarterly,1,renewed,1,0,,100.0,low,15.82,high,moderate_risk,50.0,Arizona,Phoenix,high,excellent,standard,43.0,Honda,Odyssey,2015,minivan,12300.83,13140,family,175.59,33.0,232.51,0.0,272.16450000000003,-56.91999999999999,negative,4.0,32.035,2.0,0.0,0.25,48.46,moderate,0.0,0.0,0.0
POL00631,CUST00576,VEH00644,2024-12-22,2025-12-21,full_coverage,enhanced,1000,0.613,44.06,,3,0.0,37.81,monthly,1,lapsed,0,1,price_increase,72.4,low,3.0,low,moderate_risk,67.0,Pennsylvania,Pittsburgh,middle,good,standard,15.0,Nissan,Sentra,2013,sedan,3557.78,6847,leisure,453.72,75.0,51.91,0.0,453.72,401.81000000000006,low,2.0,8.695,1.0,0.5,0.0,0.0,low,0.0,0.0,0.0
POL00632,CUST00577,VEH00645,2025-03-14,2026-03-13,liability_only,enhanced,500,0.715,40.0,7.35,5,0.0,35.06,monthly,1,renewed,1,0,,81.6,low,12.35,high,moderate_risk,50.0,Georgia,Augusta,lower_middle,very_good,budget,46.0,Ford,F-150,2013,pickup,13107.19,11568,mixed,350.6,49.39999999999998,49.61,3119.87,543.4300000000001,-2818.88,negative,1.0,27.01,0.0,0.0,0.0,0.0,low,1.0,3972.49,3119.87
POL00633,CUST00578,VEH00646,2025-05-02,2026-05-01,standard,enhanced,500,0.682,57.39,7.35,0,,53.17,quarterly,0,renewed,1,0,,81.4,low,7.35,moderate,moderate_risk,26.0,New York,New York,high,good,premium,15.0,Ford,Mustang,2014,coupe,9322.14,19017,commuting,425.36,33.75999999999999,29.97,0.0,659.308,395.39,low,1.0,12.46,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00634,CUST00578,VEH00647,2024-04-12,2025-04-11,standard,basic,1000,0.858,57.18,12.94,0,8.0,45.21,monthly,1,lapsed,0,1,billing_problems,84.3,low,20.939999999999998,very_high,moderate_risk,26.0,New York,New York,high,good,premium,15.0,Chevrolet,Malibu,2019,sedan,13533.37,12182,commuting,180.84,47.88,39.62,0.0,180.84,141.22,low,2.0,6.015000000000001,2.0,0.5,0.5,0.0,low,0.0,0.0,0.0
POL00635,CUST00578,VEH00648,2025-01-29,2026-01-28,liability_only,comprehensive,1000,0.604,81.25,10.88,7,0.0,66.72,monthly,0,active,0,0,,57.2,low,17.880000000000003,high,moderate_risk,26.0,New York,New York,high,good,premium,15.0,Kia,Forte,2025,sedan,25235.14,14097,commuting,800.64,174.36,84.25,585.36,800.64,131.02999999999997,low,1.0,57.81,0.0,0.0,0.0,0.0,low,1.0,822.5,585.36
POL00636,CUST00579,VEH00649,2024-10-27,2025-10-26,standard,comprehensive,1500,0.748,76.65,5.0,0,0.0,72.82,monthly,0,renewed,1,0,,100.0,low,5.0,low,moderate_risk,18.0,Pennsylvania,Pittsburgh,lower_middle,very_good,standard,21.0,Hyundai,Kona,2024,coupe,15004.48,3664,mixed,728.1999999999999,38.300000000000125,138.8,0.0,1128.71,589.3999999999999,medium,2.0,48.0,4.5,0.0,0.0,0.0,low,0.0,0.0,0.0
