driving_record_id,policy_id,customer_id,vehicle_id,observation_month,driving_score,avg_trip_distance,trips_per_week,hard_brakes_count,rapid_acceleration_count,night_driving_pct,weekend_driving_pct,distracted_driving_flag,speeding_events_count,urban_driving_pct,highway_driving_pct,mileage_logged
DRV005952,POL00587,CUST00538,VEH00600,2025-06-01,85.0,17.75,13,8,3,0.245,0.488,0,5,0.619,0.475,
DRV005953,POL00587,CUST00538,VEH00600,2025-07-01,67.0,10.22,2,14,11,0.369,0.539,0,10,0.705,0.311,1004.0
DRV005954,POL00587,CUST00538,VEH00600,2025-08-01,65.0,8.73,6,15,14,0.461,0.622,1,9,0.544,0.528,825.0
DRV005955,POL00587,CUST00538,VEH00600,2025-09-01,79.0,11.01,6,5,8,0.352,0.349,1,5,0.253,0.745,1071.0
DRV005956,POL00587,CUST00538,VEH00600,2025-10-01,84.0,8.67,6,5,5,0.016,0.689,0,4,0.638,0.204,981.0
DRV005957,POL00587,CUST00538,VEH00600,2025-11-01,84.0,13.44,5,4,6,0.436,0.408,0,2,0.705,0.414,566.0
DRV005958,POL00587,CUST00538,VEH00600,2025-12-01,91.0,6.25,8,7,4,0.281,0.256,0,3,0.835,0.249,1232.0
DRV005959,POL00588,CUST00538,VEH00601,2025-01-01,81.0,13.74,6,6,3,0.139,0.44,0,5,0.563,0.513,1409.0
DRV005960,POL00588,CUST00538,VEH00601,2025-02-01,95.0,3.78,10,5,4,0.428,0.613,1,3,0.508,0.558,1404.0
DRV005961,POL00588,CUST00538,VEH00601,2025-03-01,79.0,8.12,8,5,8,0.082,0.663,0,5,0.748,0.28,766.0
DRV005962,POL00588,CUST00538,VEH00601,2025-04-01,75.0,2.48,6,14,5,0.244,0.666,0,13,0.645,0.475,1259.0
DRV005963,POL00588,CUST00538,VEH00601,2025-05-01,85.0,8.98,4,8,8,0.132,0.087,1,7,0.635,0.375,1543.0
DRV005964,POL00588,CUST00538,VEH00601,2025-06-01,83.0,17.76,7,9,6,0.038,0.26,0,10,0.581,0.357,1197.0
DRV005965,POL00588,CUST00538,VEH00601,2025-07-01,95.0,15.64,7,7,1,0.168,0.534,1,2,0.626,0.305,1395.0
DRV005966,POL00588,CUST00538,VEH00601,2025-08-01,90.0,3.93,2,2,3,0.36,0.695,0,3,0.708,0.166,1035.0
DRV005967,POL00588,CUST00538,VEH00601,2025-09-01,81.0,5.52,7,10,5,0.277,0.377,1,6,0.519,0.401,1284.0
DRV005968,POL00588,CUST00538,VEH00601,2025-10-01,83.0,5.24,8,9,4,0.349,0.512,1,8,0.589,0.421,994.0
DRV005969,POL00588,CUST00538,VEH00601,2025-11-01,61.0,4.45,5,11,9,0.215,0.345,1,8,0.454,0.538,1066.0
DRV005970,POL00588,CUST00538,VEH00601,2025-12-01,90.0,2.7,6,7,2,0.215,0.248,1,3,0.788,0.315,1441.0
DRV005971,POL00589,CUST00539,VEH00602,2025-01-01,74.0,2.08,13,6,8,0.085,0.609,0,13,0.545,0.442,1658.0
DRV005972,POL00589,CUST00539,VEH00602,2025-03-01,82.0,9.03,9,6,11,0.303,0.66,0,5,0.649,0.423,1015.0
DRV005973,POL00589,CUST00539,VEH00602,2025-04-01,96.0,15.01,10,8,6,0.332,0.459,0,7,0.514,0.487,1139.0
DRV005974,POL00589,CUST00539,VEH00602,2025-05-01,89.0,9.23,4,7,4,0.113,0.565,0,3,0.267,0.69,921.0
DRV005975,POL00589,CUST00539,VEH00602,2025-06-01,70.0,16.79,2,16,7,0.276,0.227,0,5,0.671,0.349,1189.0
DRV005976,POL00589,CUST00539,VEH00602,2025-07-01,77.0,5.14,6,7,4,0.043,0.421,0,4,0.954,0.0,
DRV005977,POL00589,CUST00539,VEH00602,2025-08-01,71.0,12.71,8,7,11,0.059,0.315,0,8,0.666,0.352,1550.0
DRV005978,POL00589,CUST00539,VEH00602,2025-09-01,73.0,6.75,9,9,7,0.123,0.53,0,10,0.506,0.539,1272.0
DRV005979,POL00589,CUST00539,VEH00602,2025-11-01,85.0,9.78,8,10,7,0.272,0.635,0,4,0.882,0.142,1423.0
DRV005980,POL00589,CUST00539,VEH00602,2025-12-01,72.0,2.35,6,5,7,0.276,0.646,1,12,0.619,0.399,921.0
DRV005981,POL00590,CUST00540,VEH00603,2025-01-01,73.0,8.61,10,1,7,0.155,0.049,1,8,0.323,0.742,705.0
DRV005982,POL00590,CUST00540,VEH00603,2025-02-01,84.0,2.69,7,10,4,0.184,0.597,0,1,0.796,0.26,930.0
DRV005983,POL00590,CUST00540,VEH00603,2025-03-01,79.0,14.49,10,7,6,0.296,0.485,0,7,0.702,0.353,856.0
DRV005984,POL00590,CUST00540,VEH00603,2025-04-01,89.0,12.85,7,8,8,0.151,0.384,1,6,0.701,0.2,1288.0
DRV005985,POL00590,CUST00540,VEH00603,2025-05-01,67.0,14.13,8,14,8,0.198,0.275,1,5,0.727,0.247,921.0
DRV005986,POL00590,CUST00540,VEH00603,2025-06-01,73.0,19.73,8,6,8,0.305,0.291,0,9,0.65,0.461,1044.0
DRV005987,POL00590,CUST00540,VEH00603,2025-07-01,75.0,14.98,6,6,1,0.205,0.463,0,12,0.648,0.406,1278.0
DRV005988,POL00590,CUST00540,VEH00603,2025-08-01,71.0,15.33,7,5,7,0.23,0.288,0,7,0.277,0.637,1114.0
DRV005989,POL00590,CUST00540,VEH00603,2025-09-01,69.0,11.9,3,8,11,0.22,0.368,1,16,0.515,0.572,865.0
DRV005990,POL00590,CUST00540,VEH00603,2025-10-01,75.0,7.55,8,7,9,0.33,0.584,0,13,0.245,0.746,1008.0
DRV005991,POL00590,CUST00540,VEH00603,2025-11-01,67.0,19.43,10,11,10,0.075,0.676,1,9,0.832,0.094,1470.0
DRV005992,POL00590,CUST00540,VEH00603,2025-12-01,66.0,17.34,9,13,8,0.116,0.515,0,9,0.731,0.318,1165.0
DRV005993,POL00591,CUST00541,VEH00604,2025-01-01,82.0,1.5,2,5,6,0.272,0.494,0,8,0.366,0.597,1015.0
DRV005994,POL00591,CUST00541,VEH00604,2025-02-01,69.0,8.35,6,17,9,0.203,0.366,0,8,0.453,0.598,778.0
DRV005995,POL00591,CUST00541,VEH00604,2025-03-01,78.0,11.67,7,8,5,0.221,0.499,0,3,0.469,0.47,924.0
DRV005996,POL00591,CUST00541,VEH00604,2025-04-01,68.0,14.44,6,21,16,0.152,0.528,0,13,0.643,0.451,898.0
DRV005997,POL00591,CUST00541,VEH00604,2025-05-01,84.0,13.3,8,5,7,0.161,0.384,0,5,0.508,0.532,957.0
DRV005998,POL00591,CUST00541,VEH00604,2025-06-01,92.0,6.19,5,5,5,0.108,0.198,0,5,0.512,0.53,892.0
DRV005999,POL00591,CUST00541,VEH00604,2025-07-01,86.0,5.27,7,9,4,0.119,0.417,1,2,0.843,0.187,1179.0
DRV006000,POL00591,CUST00541,VEH00604,2025-08-01,89.0,22.52,4,3,10,0.045,0.173,0,1,0.697,0.354,444.0
DRV006001,POL00591,CUST00541,VEH00604,2025-10-01,69.0,4.28,7,8,10,0.189,0.495,0,8,0.913,0.116,716.0
DRV006002,POL00591,CUST00541,VEH00604,2025-11-01,86.0,16.76,10,13,2,0.382,0.377,0,3,0.816,0.101,968.0
DRV006003,POL00592,CUST00542,VEH00605,2025-01-01,75.0,5.7,6,3,6,0.32,0.328,0,10,0.782,0.267,843.0
DRV006004,POL00592,CUST00542,VEH00605,2025-03-01,86.0,8.83,6,9,8,0.249,0.299,0,5,0.837,0.045,1248.0
DRV006005,POL00592,CUST00542,VEH00605,2025-04-01,86.0,20.62,5,16,6,0.263,0.296,0,2,0.525,0.367,834.0
DRV006006,POL00592,CUST00542,VEH00605,2025-05-01,83.0,14.0,6,6,6,0.056,0.707,1,1,0.532,0.645,1026.0
DRV006007,POL00592,CUST00542,VEH00605,2025-07-01,84.0,7.31,5,2,6,0.23,0.455,0,6,0.264,0.822,1609.0
DRV006008,POL00592,CUST00542,VEH00605,2025-08-01,89.0,15.62,1,5,7,0.27,0.566,0,3,0.631,0.421,
DRV006009,POL00592,CUST00542,VEH00605,2025-10-01,78.0,7.97,11,5,3,0.262,0.777,0,3,0.612,0.48,832.0
DRV006010,POL00592,CUST00542,VEH00605,2025-11-01,81.0,15.29,7,5,7,0.03,0.526,0,4,0.455,0.401,351.0
DRV006011,POL00593,CUST00542,VEH00606,2025-01-01,98.0,16.62,8,3,10,0.307,0.369,0,2,0.325,0.636,914.0
DRV006012,POL00593,CUST00542,VEH00606,2025-02-01,83.0,1.5,11,6,5,0.153,0.421,0,3,0.82,0.111,791.0
DRV006013,POL00593,CUST00542,VEH00606,2025-03-01,87.0,20.05,7,5,9,0.142,0.303,1,2,0.427,0.578,406.0
DRV006014,POL00593,CUST00542,VEH00606,2025-04-01,69.0,9.92,10,23,13,0.126,0.092,0,13,0.686,0.367,753.0
DRV006015,POL00593,CUST00542,VEH00606,2025-05-01,68.0,7.98,5,7,9,0.434,0.659,0,12,0.931,0.136,762.0
DRV006016,POL00593,CUST00542,VEH00606,2025-06-01,72.0,1.5,8,2,11,0.306,0.491,0,6,0.624,0.468,411.0
DRV006017,POL00593,CUST00542,VEH00606,2025-07-01,69.0,9.06,6,7,14,0.243,0.403,0,6,0.5,0.51,774.0
DRV006018,POL00593,CUST00542,VEH00606,2025-08-01,97.0,1.5,6,7,7,0.13,0.273,0,2,0.815,0.241,1162.0
DRV006019,POL00593,CUST00542,VEH00606,2025-09-01,68.0,15.56,7,7,13,0.133,0.451,0,9,0.362,0.507,452.0
DRV006020,POL00593,CUST00542,VEH00606,2025-10-01,80.0,21.69,10,10,10,0.109,0.348,0,4,0.591,0.602,896.0
DRV006021,POL00593,CUST00542,VEH00606,2025-11-01,84.0,19.37,12,5,3,0.391,0.227,0,5,0.694,0.394,979.0
DRV006022,POL00593,CUST00542,VEH00606,2025-12-01,70.0,8.44,9,16,14,0.078,0.733,0,12,0.48,0.477,631.0
DRV006023,POL00594,CUST00543,VEH00607,2025-02-01,89.0,17.77,7,9,8,0.428,0.413,1,5,0.768,0.122,839.0
DRV006024,POL00594,CUST00543,VEH00607,2025-03-01,81.0,11.74,4,6,8,0.092,0.561,0,4,0.925,0.125,644.0
DRV006025,POL00594,CUST00543,VEH00607,2025-04-01,84.0,8.41,7,7,9,0.523,0.444,1,3,0.552,0.491,
DRV006026,POL00594,CUST00543,VEH00607,2025-05-01,74.0,7.97,3,2,14,0.25,0.445,0,6,0.565,0.473,503.0
DRV006027,POL00594,CUST00543,VEH00607,2025-06-01,86.0,9.16,9,9,3,0.204,0.599,0,4,0.566,0.323,721.0
DRV006028,POL00594,CUST00543,VEH00607,2025-07-01,88.0,14.41,1,6,6,0.407,0.777,1,9,0.835,0.242,415.0
DRV006029,POL00594,CUST00543,VEH00607,2025-08-01,76.0,12.07,7,5,4,0.413,0.477,0,6,0.424,0.602,743.0
DRV006030,POL00594,CUST00543,VEH00607,2025-09-01,72.0,3.55,9,7,6,0.448,0.369,0,7,0.516,0.378,688.0
DRV006031,POL00594,CUST00543,VEH00607,2025-10-01,85.0,14.87,6,6,1,0.232,0.516,0,3,0.794,0.0,1074.0
DRV006032,POL00594,CUST00543,VEH00607,2025-12-01,99.0,18.78,9,5,7,0.446,0.353,0,6,0.879,0.036,586.0
DRV006033,POL00595,CUST00544,VEH00608,2025-01-01,84.0,10.94,10,4,7,0.122,0.718,1,4,0.697,0.148,711.0
DRV006034,POL00595,CUST00544,VEH00608,2025-02-01,80.0,12.4,12,12,7,0.219,0.603,0,3,0.737,0.315,738.0
DRV006035,POL00595,CUST00544,VEH00608,2025-03-01,77.0,5.51,5,12,5,0.115,0.075,0,3,0.698,0.321,859.0
DRV006036,POL00595,CUST00544,VEH00608,2025-04-01,91.0,8.67,9,9,6,0.36,0.504,0,1,0.621,0.369,590.0
DRV006037,POL00595,CUST00544,VEH00608,2025-05-01,80.0,1.5,10,8,4,0.364,0.385,1,2,0.734,0.095,474.0
DRV006038,POL00595,CUST00544,VEH00608,2025-06-01,91.0,1.5,8,11,5,0.14,0.49,0,5,0.845,0.13,602.0
DRV006039,POL00595,CUST00544,VEH00608,2025-07-01,78.0,16.53,5,9,5,0.204,0.379,0,7,0.541,0.524,582.0
DRV006040,POL00595,CUST00544,VEH00608,2025-08-01,74.0,7.01,9,9,4,0.109,0.616,0,11,0.589,0.503,294.0
DRV006041,POL00595,CUST00544,VEH00608,2025-09-01,84.0,11.13,8,8,4,0.298,0.465,0,5,0.42,0.739,108.0
DRV006042,POL00595,CUST00544,VEH00608,2025-10-01,84.0,4.96,8,1,3,0.404,0.37,0,6,0.577,0.496,850.0
DRV006043,POL00595,CUST00544,VEH00608,2025-11-01,71.0,4.58,8,8,7,0.338,0.399,1,9,0.84,0.059,455.0
DRV006044,POL00595,CUST00544,VEH00608,2025-12-01,81.0,3.43,10,6,7,0.176,0.421,0,3,0.686,0.382,684.0
DRV006045,POL00596,CUST00545,VEH00609,2025-01-01,63.0,2.97,10,12,13,0.122,0.375,0,6,0.633,0.447,1101.0
DRV006046,POL00596,CUST00545,VEH00609,2025-02-01,75.0,9.63,5,6,7,0.155,0.513,0,7,0.836,0.142,1497.0
DRV006047,POL00596,CUST00545,VEH00609,2025-04-01,84.0,9.18,8,3,5,0.563,0.388,0,3,0.59,0.528,1739.0
DRV006048,POL00596,CUST00545,VEH00609,2025-05-01,85.0,17.27,9,7,6,0.322,0.585,1,0,0.403,0.606,1353.0
DRV006049,POL00596,CUST00545,VEH00609,2025-06-01,71.0,5.83,8,6,8,0.223,0.321,0,5,0.75,0.244,1454.0
DRV006050,POL00596,CUST00545,VEH00609,2025-07-01,81.0,1.91,4,6,2,0.157,0.441,0,6,0.328,0.727,921.0
DRV006051,POL00596,CUST00545,VEH00609,2025-08-01,96.0,6.24,8,3,6,0.487,0.537,0,2,0.526,0.705,1362.0
DRV006052,POL00596,CUST00545,VEH00609,2025-10-01,78.0,10.67,3,9,3,0.318,0.286,0,5,0.459,0.525,
DRV006053,POL00596,CUST00545,VEH00609,2025-11-01,77.0,9.74,6,8,5,0.376,0.392,1,2,0.778,0.191,1282.0
DRV006054,POL00596,CUST00545,VEH00609,2025-12-01,84.0,3.09,7,5,7,0.315,0.484,0,5,0.463,0.64,1175.0
DRV006055,POL00597,CUST00546,VEH00610,2025-01-01,56.0,9.2,7,13,9,0.302,0.653,0,6,0.407,0.557,1047.0
DRV006056,POL00597,CUST00546,VEH00610,2025-02-01,79.0,15.62,4,5,2,0.207,0.478,1,6,0.783,0.235,847.0
DRV006057,POL00597,CUST00546,VEH00610,2025-03-01,83.0,11.85,6,10,5,0.04,0.202,0,2,0.488,0.491,1376.0
DRV006058,POL00597,CUST00546,VEH00610,2025-04-01,84.0,17.3,7,7,6,0.152,0.469,0,2,0.57,0.454,1795.0
DRV006059,POL00597,CUST00546,VEH00610,2025-05-01,95.0,16.51,7,7,8,0.152,0.194,1,4,0.578,0.533,1410.0
DRV006060,POL00597,CUST00546,VEH00610,2025-06-01,86.0,10.86,8,4,8,0.101,0.179,1,0,0.764,0.234,1373.0
DRV006061,POL00597,CUST00546,VEH00610,2025-08-01,79.0,5.74,6,7,10,0.145,0.557,0,4,0.46,0.442,440.0
DRV006062,POL00597,CUST00546,VEH00610,2025-09-01,73.0,10.55,10,9,4,0.308,0.501,0,7,0.86,0.127,1177.0
DRV006063,POL00597,CUST00546,VEH00610,2025-10-01,86.0,4.83,9,15,7,0.275,0.243,0,6,0.58,0.484,1449.0
DRV006064,POL00597,CUST00546,VEH00610,2025-12-01,78.0,8.21,9,9,6,0.508,0.466,0,2,0.528,0.459,1151.0
DRV006065,POL00598,CUST00547,VEH00611,2025-01-01,83.0,8.78,10,6,5,0.215,0.499,0,2,0.855,0.252,1310.0
DRV006066,POL00598,CUST00547,VEH00611,2025-02-01,92.0,5.26,7,9,7,0.143,0.748,0,5,0.781,0.224,897.0
DRV006067,POL00598,CUST00547,VEH00611,2025-03-01,82.0,9.6,7,10,3,0.139,0.408,1,4,0.604,0.345,966.0
DRV006068,POL00598,CUST00547,VEH00611,2025-04-01,86.0,11.04,10,6,4,0.2,0.608,0,7,0.415,0.58,1204.0
DRV006069,POL00598,CUST00547,VEH00611,2025-05-01,80.0,9.88,6,10,4,0.096,0.097,0,3,0.761,0.212,1078.0
DRV006070,POL00598,CUST00547,VEH00611,2025-07-01,90.0,10.89,9,7,2,0.635,0.448,0,2,0.622,0.558,1013.0
DRV006071,POL00598,CUST00547,VEH00611,2025-08-01,78.0,13.9,6,11,4,0.229,0.261,0,5,0.492,0.528,968.0
DRV006072,POL00598,CUST00547,VEH00611,2025-09-01,66.0,16.15,5,12,10,0.158,0.511,0,6,0.846,0.014,1013.0
DRV006073,POL00598,CUST00547,VEH00611,2025-11-01,84.0,9.47,7,6,6,0.191,0.389,1,2,0.762,0.35,1116.0
DRV006074,POL00598,CUST00547,VEH00611,2025-12-01,78.0,14.47,7,6,9,0.122,0.351,1,9,0.636,0.483,1047.0
DRV006075,POL00599,CUST00548,VEH00612,2025-01-01,72.0,6.39,10,3,7,0.335,0.455,0,13,0.443,0.595,716.0
DRV006076,POL00599,CUST00548,VEH00612,2025-02-01,92.0,5.02,10,1,7,0.478,0.286,0,3,0.611,0.37,1125.0
DRV006077,POL00599,CUST00548,VEH00612,2025-03-01,71.0,9.0,7,8,5,0.166,0.636,0,7,0.592,0.289,1517.0
DRV006078,POL00599,CUST00548,VEH00612,2025-04-01,72.0,8.98,2,6,6,0.5,0.764,0,12,0.561,0.399,605.0
DRV006079,POL00599,CUST00548,VEH00612,2025-05-01,79.0,17.59,4,12,7,0.091,0.739,0,9,0.605,0.365,1171.0
DRV006080,POL00599,CUST00548,VEH00612,2025-06-01,89.0,12.48,6,5,3,0.062,0.203,1,8,0.547,0.491,1444.0
DRV006081,POL00599,CUST00548,VEH00612,2025-07-01,82.0,1.5,9,9,6,0.176,0.49,0,6,0.606,0.474,1086.0
DRV006082,POL00599,CUST00548,VEH00612,2025-08-01,94.0,11.54,6,4,5,0.12,0.636,0,4,0.449,0.486,1014.0
DRV006083,POL00599,CUST00548,VEH00612,2025-09-01,80.0,7.9,9,6,5,0.165,0.379,0,2,0.571,0.452,1302.0
DRV006084,POL00599,CUST00548,VEH00612,2025-10-01,75.0,8.93,7,6,6,0.339,0.698,0,8,0.727,0.181,929.0
DRV006085,POL00599,CUST00548,VEH00612,2025-11-01,73.0,11.95,9,7,2,0.342,0.523,0,13,0.545,0.523,1155.0
DRV006086,POL00599,CUST00548,VEH00612,2025-12-01,99.0,15.5,10,6,6,0.164,0.277,0,5,0.869,0.0,733.0
DRV006087,POL00600,CUST00549,VEH00613,2025-01-01,83.0,22.01,10,3,4,0.238,0.454,0,6,0.457,0.466,
DRV006088,POL00600,CUST00549,VEH00613,2025-03-01,88.0,10.55,11,8,4,0.153,0.259,0,2,0.755,0.244,1165.0
DRV006089,POL00600,CUST00549,VEH00613,2025-05-01,88.0,7.46,9,6,4,0.513,0.562,0,4,0.472,0.518,965.0
DRV006090,POL00600,CUST00549,VEH00613,2025-07-01,77.0,2.97,5,3,6,0.156,0.613,0,1,0.469,0.512,929.0
DRV006091,POL00600,CUST00549,VEH00613,2025-08-01,83.0,10.49,10,6,10,0.238,0.245,0,1,0.512,0.434,1699.0
DRV006092,POL00600,CUST00549,VEH00613,2025-09-01,85.0,14.04,9,9,8,0.111,0.347,1,6,0.236,0.63,1336.0
DRV006093,POL00600,CUST00549,VEH00613,2025-10-01,87.0,7.13,4,4,7,0.153,0.414,0,6,0.586,0.501,1040.0
DRV006094,POL00600,CUST00549,VEH00613,2025-12-01,65.0,13.03,8,14,7,0.262,0.662,0,12,0.758,0.298,936.0
DRV006095,POL00601,CUST00549,VEH00614,2025-01-01,83.0,12.04,6,8,6,0.548,0.724,1,3,0.577,0.322,358.0
DRV006096,POL00601,CUST00549,VEH00614,2025-02-01,85.0,17.21,5,5,5,0.214,0.215,0,9,0.565,0.466,919.0
DRV006097,POL00601,CUST00549,VEH00614,2025-03-01,77.0,5.3,8,11,7,0.214,0.746,0,8,0.326,0.664,737.0
DRV006098,POL00601,CUST00549,VEH00614,2025-06-01,100.0,15.67,7,8,8,0.125,0.709,0,3,0.66,0.408,592.0
DRV006099,POL00601,CUST00549,VEH00614,2025-07-01,76.0,1.5,3,4,7,0.252,0.286,0,4,0.789,0.203,230.0
DRV006100,POL00601,CUST00549,VEH00614,2025-10-01,83.0,16.08,4,11,10,0.085,0.466,0,2,0.397,0.52,423.0
DRV006101,POL00602,CUST00550,VEH00615,2025-01-01,71.0,20.21,6,10,9,0.455,0.697,0,4,0.675,0.215,802.0
DRV006102,POL00602,CUST00550,VEH00615,2025-02-01,80.0,11.73,1,8,3,0.309,0.201,1,2,0.431,0.415,910.0
DRV006103,POL00602,CUST00550,VEH00615,2025-03-01,81.0,4.06,4,5,8,0.084,0.338,0,3,0.737,0.155,1063.0
DRV006104,POL00602,CUST00550,VEH00615,2025-04-01,76.0,8.98,9,3,5,0.491,0.527,0,10,0.505,0.492,614.0
DRV006105,POL00602,CUST00550,VEH00615,2025-05-01,78.0,15.83,5,8,7,0.308,0.427,1,7,0.716,0.215,976.0
DRV006106,POL00602,CUST00550,VEH00615,2025-06-01,67.0,7.34,7,8,11,0.441,0.426,0,11,0.345,0.583,792.0
DRV006107,POL00602,CUST00550,VEH00615,2025-07-01,84.0,14.36,1,5,5,0.018,0.534,0,3,0.592,0.379,1195.0
DRV006108,POL00602,CUST00550,VEH00615,2025-08-01,92.0,12.77,5,5,4,0.111,0.637,0,4,0.82,0.165,1122.0
DRV006109,POL00602,CUST00550,VEH00615,2025-09-01,81.0,11.73,8,9,5,0.168,0.311,0,6,0.566,0.427,729.0
DRV006110,POL00602,CUST00550,VEH00615,2025-10-01,78.0,17.91,6,7,2,0.133,0.559,0,6,0.627,0.238,669.0
DRV006111,POL00602,CUST00550,VEH00615,2025-11-01,73.0,20.91,12,7,5,0.256,0.331,0,10,0.599,0.456,840.0
DRV006112,POL00602,CUST00550,VEH00615,2025-12-01,95.0,10.25,4,8,5,0.256,0.593,0,7,0.349,0.556,729.0
DRV006113,POL00603,CUST00550,VEH00616,2025-01-01,74.0,1.5,5,8,6,0.373,0.428,0,10,0.641,0.485,731.0
DRV006114,POL00603,CUST00550,VEH00616,2025-02-01,68.0,14.65,5,17,7,0.274,0.484,0,11,0.428,0.63,496.0
DRV006115,POL00603,CUST00550,VEH00616,2025-03-01,82.0,3.8,8,8,8,0.113,0.439,1,4,0.57,0.463,1057.0
DRV006116,POL00603,CUST00550,VEH00616,2025-05-01,81.0,7.52,7,9,4,0.087,0.148,0,0,0.417,0.627,600.0
DRV006117,POL00603,CUST00550,VEH00616,2025-06-01,78.0,3.96,7,6,2,0.052,0.407,1,3,0.595,0.414,
DRV006118,POL00603,CUST00550,VEH00616,2025-07-01,69.0,2.53,4,15,10,0.488,0.299,1,8,0.466,0.592,730.0
DRV006119,POL00603,CUST00550,VEH00616,2025-08-01,78.0,5.12,6,6,4,0.294,0.516,0,7,0.315,0.684,601.0
DRV006120,POL00603,CUST00550,VEH00616,2025-09-01,78.0,12.09,10,8,4,0.192,0.626,0,4,0.43,0.729,697.0
DRV006121,POL00603,CUST00550,VEH00616,2025-10-01,75.0,6.38,4,5,3,0.178,0.598,0,4,0.639,0.323,726.0
DRV006122,POL00603,CUST00550,VEH00616,2025-12-01,77.0,4.2,9,8,9,0.038,0.241,0,4,0.952,0.068,839.0
DRV006123,POL00604,CUST00551,VEH00617,2025-01-01,76.0,23.72,7,9,4,0.068,0.519,0,6,0.861,0.212,1137.0
DRV006124,POL00604,CUST00551,VEH00617,2025-02-01,84.0,4.47,2,9,5,0.142,0.824,0,6,0.539,0.548,1023.0
DRV006125,POL00604,CUST00551,VEH00617,2025-03-01,74.0,18.99,9,5,4,0.076,0.332,0,8,0.372,0.593,1137.0
DRV006126,POL00604,CUST00551,VEH00617,2025-04-01,75.0,10.24,3,5,4,0.031,0.352,0,10,0.595,0.406,962.0
DRV006127,POL00604,CUST00551,VEH00617,2025-05-01,93.0,9.63,9,7,3,0.112,0.287,0,4,0.438,0.569,1152.0
DRV006128,POL00604,CUST00551,VEH00617,2025-06-01,80.0,2.08,7,7,9,0.076,0.491,0,1,0.586,0.318,1210.0
DRV006129,POL00604,CUST00551,VEH00617,2025-08-01,69.0,17.34,9,9,11,0.305,0.423,0,6,0.656,0.338,1326.0
DRV006130,POL00604,CUST00551,VEH00617,2025-09-01,90.0,4.99,10,6,10,0.437,0.393,0,5,0.573,0.575,780.0
DRV006131,POL00604,CUST00551,VEH00617,2025-10-01,81.0,8.42,10,4,3,0.31,0.468,0,4,0.599,0.425,1407.0
DRV006132,POL00604,CUST00551,VEH00617,2025-12-01,89.0,22.85,3,6,3,0.263,0.761,0,3,0.756,0.209,1336.0
DRV006133,POL00605,CUST00552,VEH00618,2025-01-01,61.0,5.17,11,10,8,0.29,0.238,0,8,0.734,0.186,807.0
DRV006134,POL00605,CUST00552,VEH00618,2025-02-01,82.0,11.76,3,10,12,0.373,0.347,0,3,0.642,0.419,1250.0
DRV006135,POL00605,CUST00552,VEH00618,2025-03-01,76.0,11.6,11,8,7,0.425,0.571,0,4,0.621,0.304,1053.0
DRV006136,POL00605,CUST00552,VEH00618,2025-04-01,81.0,9.78,11,10,6,0.459,0.446,0,6,0.328,0.595,1408.0
DRV006137,POL00605,CUST00552,VEH00618,2025-05-01,82.0,8.54,13,9,7,0.19,0.46,0,4,0.417,0.769,1187.0
DRV006138,POL00605,CUST00552,VEH00618,2025-07-01,74.0,5.3,10,9,6,0.181,0.117,0,9,0.724,0.323,1035.0
DRV006139,POL00605,CUST00552,VEH00618,2025-08-01,71.0,12.21,8,6,8,0.207,0.602,0,13,0.594,0.418,1107.0
DRV006140,POL00605,CUST00552,VEH00618,2025-10-01,75.0,11.7,3,6,7,0.41,0.372,1,5,0.51,0.554,1131.0
DRV006141,POL00605,CUST00552,VEH00618,2025-11-01,70.0,17.68,6,14,7,0.361,0.469,0,16,0.499,0.455,1341.0
DRV006142,POL00605,CUST00552,VEH00618,2025-12-01,78.0,11.77,7,4,7,0.33,0.654,0,2,0.538,0.478,1258.0
DRV006143,POL00606,CUST00553,VEH00619,2025-01-01,92.0,17.45,7,6,6,0.454,0.446,0,4,0.783,0.045,463.0
DRV006144,POL00606,CUST00553,VEH00619,2025-02-01,92.0,13.76,12,11,5,0.184,0.226,0,5,0.672,0.319,50.0
DRV006145,POL00606,CUST00553,VEH00619,2025-03-01,83.0,9.99,6,5,7,0.203,0.808,0,3,0.387,0.545,787.0
DRV006146,POL00606,CUST00553,VEH00619,2025-04-01,78.0,13.07,5,4,5,0.245,0.367,0,3,0.636,0.415,847.0
DRV006147,POL00606,CUST00553,VEH00619,2025-05-01,83.0,22.02,12,3,7,0.163,0.54,0,5,0.504,0.549,397.0
DRV006148,POL00606,CUST00553,VEH00619,2025-07-01,76.0,12.11,6,4,4,0.043,0.124,1,0,0.488,0.546,879.0
DRV006149,POL00606,CUST00553,VEH00619,2025-08-01,65.0,6.69,8,7,10,0.164,0.71,0,9,0.524,0.658,1033.0
DRV006150,POL00606,CUST00553,VEH00619,2025-09-01,71.0,6.13,6,6,3,0.123,0.582,0,9,0.919,0.036,350.0
DRV006151,POL00606,CUST00553,VEH00619,2025-10-01,83.0,8.86,5,6,5,0.215,0.546,0,5,0.87,0.168,391.0
DRV006152,POL00606,CUST00553,VEH00619,2025-11-01,69.0,13.13,10,10,9,0.175,0.395,0,7,0.57,0.348,504.0
DRV006153,POL00607,CUST00554,VEH00620,2025-02-01,86.0,13.42,1,4,3,0.222,0.276,0,3,0.812,0.135,1310.0
