ticket_id,customer_id,policy_id,ticket_open_date,ticket_close_date,issue_type,issue_severity,support_channel,resolution_status,resolution_time_hours,escalation_flag,repeat_ticket_flag,csat_score,refund_or_credit_given_flag,refund_or_credit_amount,policy_type,coverage_level,policy_status,renewal_flag,churn_flag,premium_band,discount_band,risk_band,customer_segment,state,income_band
TIC001467,CUST00419,POL00460,2025-08-19 00:00:00,2025-08-20 11:12:36.000000000,discount_dispute,medium,chat,resolved,35.21,0,0,4.0,0,0.0,premium,comprehensive,active,0,0,mid,high,moderate_risk,standard,Ohio,upper_middle
TIC001468,CUST00890,POL00977,2025-07-19 00:00:00,2025-07-19 06:48:36.000000000,policy_change_request,low,chat,resolved,6.81,0,0,,0,0.0,liability_only,enhanced,active,0,0,mid,high,high_risk,standard,New York,high
TIC001469,CUST00821,POL00898,2025-03-10 00:00:00,2025-03-11 06:14:24.000000000,app_login_issue,high,chat,closed_no_action,30.24,0,0,,0,0.0,full_coverage,enhanced,cancelled,0,1,mid,moderate,high_risk,budget,Georgia,middle
TIC001470,CUST00438,POL00481,2025-11-27 00:00:00,2025-11-27 21:03:00.000000000,account_update_request,medium,email,resolved,21.05,0,0,5.0,0,0.0,full_coverage,comprehensive,renewed,1,0,low,low,low_risk,premium,Florida,high
TIC001471,CUST00721,POL00788,2025-04-23 00:00:00,,billing_issue,low,phone,escalated,9.29,1,0,3.0,0,0.0,premium,enhanced,renewed,1,0,low,high,moderate_risk,standard,Texas,low
TIC001472,CUST00504,POL00549,2025-07-09 00:00:00,,policy_change_request,medium,chat,escalated,0.5,1,1,2.0,0,0.0,premium,enhanced,cancelled,0,1,mid,high,moderate_risk,standard,Illinois,high
TIC001473,CUST00121,POL00129,2025-10-18 00:00:00,2025-10-19 02:38:24.000000000,mileage_sync_issue,high,phone,resolved,26.64,0,1,3.0,0,0.0,premium,basic,active,0,0,low,high,low_risk,budget,Arizona,lower_middle
TIC001474,CUST00452,POL00495,2025-05-25 00:00:00,2025-05-25 04:59:24.000000000,policy_change_request,low,chat,resolved,4.99,0,1,1.0,0,0.0,liability_only,comprehensive,renewed,1,0,low,high,moderate_risk,standard,Texas,middle
TIC001475,CUST01081,POL01177,2025-09-29 00:00:00,2025-09-29 11:15:00.000000000,billing_issue,medium,chat,resolved,11.25,0,0,2.0,0,0.0,standard,enhanced,lapsed,0,1,low,moderate,moderate_risk,budget,North Carolina,lower_middle
TIC001476,CUST00281,POL00306,2025-01-11 00:00:00,2025-01-11 04:51:36.000000000,claim_status_question,low,chat,resolved,4.86,0,1,,0,0.0,premium,comprehensive,active,0,0,low,high,moderate_risk,premium,Illinois,lower_middle
TIC001477,CUST00639,POL00699,2025-01-01 00:00:00,2025-01-02 06:17:24.000000000,account_update_request,medium,chat,resolved,30.29,0,0,5.0,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,standard,Georgia,lower_middle
TIC001478,CUST00204,POL00223,2025-06-06 00:00:00,2025-06-06 07:55:12.000000000,payment_failure,low,chat,resolved,7.92,0,0,3.0,0,0.0,standard,basic,cancelled,0,1,low,high,low_risk,premium,North Carolina,high
TIC001479,CUST00512,POL00557,2025-10-28 00:00:00,,discount_dispute,medium,phone,pending,21.75,0,0,,0,0.0,standard,comprehensive,active,0,0,low,high,low_risk,budget,Georgia,high
TIC001480,CUST00751,POL00824,2025-12-09 00:00:00,2025-12-09 07:52:48.000000000,claim_status_question,low,email,resolved,7.88,0,0,,0,0.0,premium,enhanced,active,0,0,low,high,moderate_risk,standard,Arizona,high
TIC001481,CUST00881,POL00966,2025-05-04 00:00:00,,claim_status_question,medium,chat,pending,23.12,0,0,,0,0.0,standard,basic,lapsed,0,1,low,moderate,moderate_risk,standard,Arizona,low
TIC001482,CUST00770,POL00842,2025-01-23 00:00:00,,discount_dispute,medium,phone,pending,13.62,0,0,,1,8.92,full_coverage,basic,cancelled,0,1,mid,none,moderate_risk,premium,Arizona,
TIC001483,CUST01004,POL01096,2025-02-07 00:00:00,2025-02-07 22:01:48.000000000,mileage_sync_issue,medium,email,closed_no_action,22.03,0,1,,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,standard,North Carolina,lower_middle
TIC001484,CUST01034,POL01124,2025-08-14 00:00:00,2025-08-14 03:42:00.000000000,billing_issue,low,self_service,resolved,3.7,0,1,4.0,1,44.03,standard,enhanced,cancelled,0,1,low,high,moderate_risk,budget,North Carolina,high
TIC001485,CUST00399,POL00440,2025-04-22 00:00:00,2025-04-22 16:24:36.000000000,claim_status_question,medium,phone,resolved,16.41,0,0,5.0,0,0.0,standard,comprehensive,renewed,1,0,low,high,moderate_risk,budget,North Carolina,upper_middle
TIC001486,CUST00066,POL00075,2025-05-12 00:00:00,,app_login_issue,low,chat,escalated,5.25,1,0,1.0,0,0.0,premium,comprehensive,active,0,0,low,moderate,moderate_risk,standard,Georgia,upper_middle
TIC001487,CUST00528,POL00575,2025-11-26 00:00:00,,account_update_request,low,chat,pending,5.66,0,0,,0,0.0,liability_only,basic,active,0,0,low,high,moderate_risk,high_value,Arizona,middle
TIC001488,CUST00389,POL00429,2025-02-17 00:00:00,,claim_status_question,low,phone,escalated,6.57,1,0,3.0,0,0.0,premium,basic,cancelled,0,1,mid,high,moderate_risk,premium,Arizona,low
TIC001489,CUST00098,POL01226,2025-10-02 00:00:00,2025-10-02 01:23:24.000000000,discount_dispute,low,phone,resolved,1.39,0,0,5.0,0,0.0,liability_only,basic,renewed,1,0,low,moderate,moderate_risk,high_value,New York,high
TIC001490,CUST00522,POL00568,2025-10-05 00:00:00,2025-10-05 05:48:00.000000000,billing_issue,low,phone,resolved,5.8,0,0,5.0,0,0.0,standard,enhanced,active,0,0,low,high,moderate_risk,premium,Florida,middle
TIC001491,CUST00169,POL00182,2025-09-15 00:00:00,2025-09-15 06:52:48.000000000,discount_dispute,low,phone,resolved,6.88,0,0,2.0,0,0.0,premium,basic,renewed,1,0,low,moderate,moderate_risk,high_value,Ohio,low
TIC001492,CUST00001,POL00001,2025-08-07 00:00:00,,claim_status_question,low,phone,pending,9.16,0,0,,0,0.0,premium,enhanced,active,0,0,low,high,moderate_risk,standard,California,middle
TIC001493,CUST00667,POL00731,2025-08-20 00:00:00,2025-08-20 01:03:36.000000000,billing_issue,medium,self_service,resolved,1.06,0,0,4.0,0,0.0,full_coverage,enhanced,lapsed,0,1,mid,moderate,moderate_risk,budget,Texas,middle
TIC001494,CUST00049,POL00056,2025-02-19 00:00:00,2025-02-19 10:24:00.000000000,app_login_issue,low,chat,resolved,10.4,0,1,4.0,1,13.09,liability_only,basic,active,0,0,low,moderate,moderate_risk,standard,Georgia,high
TIC001495,CUST00085,POL00093,2025-04-02 00:00:00,2025-04-03 08:04:12.000000000,discount_dispute,medium,phone,resolved,32.07,0,0,4.0,1,32.98,full_coverage,comprehensive,renewed,1,0,low,high,moderate_risk,standard,California,upper_middle
TIC001496,CUST00552,POL00605,2025-08-24 00:00:00,2025-08-24 06:39:36.000000000,app_login_issue,low,phone,resolved,6.66,0,0,1.0,0,0.0,standard,enhanced,active,0,0,mid,low,moderate_risk,premium,Ohio,lower_middle
TIC001497,CUST00422,POL00463,2025-11-13 00:00:00,2025-11-13 10:53:24.000000000,billing_issue,low,phone,resolved,10.89,0,1,5.0,0,0.0,standard,comprehensive,active,0,0,low,moderate,moderate_risk,standard,Florida,lower_middle
TIC001498,CUST00223,POL00242,2025-04-15 00:00:00,2025-04-16 01:21:00.000000000,claim_status_question,high,chat,resolved,25.35,0,1,4.0,0,0.0,liability_only,basic,renewed,1,0,low,high,moderate_risk,standard,Texas,upper_middle
TIC001499,CUST00810,POL00885,2025-03-20 00:00:00,,mileage_sync_issue,low,email,escalated,8.07,1,0,2.0,0,0.0,standard,basic,lapsed,0,1,low,high,moderate_risk,premium,California,middle
TIC001500,CUST00299,POL00326,2025-08-31 00:00:00,2025-09-01 08:54:00.000000000,payment_failure,medium,chat,closed_no_action,32.9,0,1,,0,0.0,standard,comprehensive,active,0,0,low,high,low_risk,budget,California,lower_middle
TIC001501,CUST00703,POL00768,2025-01-18 00:00:00,,billing_issue,medium,chat,pending,23.19,0,1,,0,0.0,standard,enhanced,renewed,1,0,mid,high,low_risk,premium,Georgia,lower_middle
TIC001502,CUST00296,POL00323,2025-04-19 00:00:00,,mileage_sync_issue,low,email,pending,10.15,0,0,,0,0.0,standard,comprehensive,active,0,0,low,moderate,moderate_risk,premium,North Carolina,middle
TIC001503,CUST00289,POL00315,2025-08-01 00:00:00,,mileage_sync_issue,medium,email,pending,22.7,0,0,,0,0.0,standard,comprehensive,active,0,0,high,low,moderate_risk,standard,New York,high
TIC001504,CUST00430,POL00470,2025-12-25 00:00:00,2025-12-25 03:20:24.000000000,billing_issue,low,phone,resolved,3.34,0,0,4.0,0,0.0,liability_only,comprehensive,active,0,0,low,high,moderate_risk,standard,Georgia,upper_middle
TIC001505,CUST00501,POL00546,2025-09-24 00:00:00,,claim_status_question,low,email,escalated,4.15,1,0,1.0,0,0.0,full_coverage,enhanced,active,0,0,low,high,moderate_risk,high_value,Illinois,upper_middle
TIC001506,CUST00797,POL00871,2025-03-30 00:00:00,,account_update_request,low,phone,escalated,5.21,1,0,2.0,0,0.0,standard,enhanced,active,0,0,low,low,moderate_risk,budget,Texas,upper_middle
TIC001507,CUST00589,POL00647,2025-05-14 00:00:00,2025-05-21 06:20:24.000000000,discount_dispute,critical,email,resolved,174.34,0,0,3.0,0,0.0,liability_only,comprehensive,active,0,0,mid,high,moderate_risk,premium,North Carolina,lower_middle
TIC001508,CUST00037,POL00042,2025-04-11 00:00:00,2025-04-11 23:48:36.000000000,payment_failure,high,chat,resolved,23.81,0,1,5.0,1,23.13,standard,comprehensive,renewed,1,0,low,high,moderate_risk,premium,Florida,lower_middle
TIC001509,CUST00871,POL00953,2025-02-16 00:00:00,2025-02-17 05:28:12.000000000,mileage_sync_issue,high,self_service,resolved,29.47,0,0,4.0,0,0.0,full_coverage,comprehensive,active,0,0,mid,none,moderate_risk,high_value,California,upper_middle
TIC001510,CUST00895,POL00982,2025-07-22 00:00:00,,billing_issue,low,chat,pending,4.44,0,0,,1,17.56,standard,comprehensive,active,0,0,low,high,moderate_risk,standard,North Carolina,high
TIC001511,CUST00101,POL00109,2025-09-23 00:00:00,2025-09-23 06:47:24.000000000,billing_issue,medium,phone,resolved,6.79,0,0,5.0,0,0.0,premium,enhanced,active,0,0,mid,moderate,moderate_risk,premium,Ohio,
TIC001512,CUST00952,POL01042,2025-11-07 00:00:00,2025-11-07 11:18:00.000000000,mileage_sync_issue,medium,self_service,resolved,11.3,0,0,5.0,0,0.0,premium,enhanced,active,0,0,mid,high,high_risk,standard,North Carolina,upper_middle
TIC001513,CUST00452,POL00495,2025-10-03 00:00:00,,mileage_sync_issue,critical,phone,escalated,107.57,1,0,2.0,0,,liability_only,comprehensive,renewed,1,0,low,high,moderate_risk,standard,Texas,middle
TIC001514,CUST01010,POL01101,2025-02-17 00:00:00,2025-02-17 03:45:36.000000000,policy_change_request,medium,phone,resolved,3.76,0,0,5.0,0,0.0,liability_only,enhanced,active,0,0,low,high,moderate_risk,standard,Illinois,middle
TIC001515,CUST00915,POL01005,2025-04-16 00:00:00,2025-04-17 00:47:24.000000000,billing_issue,critical,phone,resolved,24.79,0,1,5.0,0,0.0,premium,comprehensive,active,0,0,mid,moderate,moderate_risk,premium,California,middle
TIC001516,CUST00412,POL00452,2025-12-24 00:00:00,2025-12-24 22:40:12.000000000,mileage_sync_issue,medium,chat,resolved,22.67,0,0,5.0,0,0.0,standard,basic,active,0,0,low,high,moderate_risk,standard,Ohio,middle
TIC001517,CUST00278,POL00303,2025-11-16 00:00:00,,account_update_request,low,email,escalated,1.84,1,0,3.0,0,0.0,premium,enhanced,active,0,0,low,moderate,moderate_risk,high_value,New York,lower_middle
TIC001518,CUST01030,POL01120,2025-02-11 00:00:00,2025-02-11 09:59:24.000000000,claim_status_question,low,chat,closed_no_action,9.99,0,0,,0,0.0,liability_only,basic,active,0,0,low,high,low_risk,standard,Florida,upper_middle
TIC001519,CUST00862,POL00944,2025-03-26 00:00:00,,policy_change_request,low,chat,pending,6.93,0,1,,0,,liability_only,basic,active,0,0,low,moderate,low_risk,premium,Texas,low
TIC001520,CUST00054,POL00062,2025-01-17 00:00:00,2025-01-17 17:42:00.000000000,app_login_issue,medium,phone,resolved,17.7,0,0,3.0,0,0.0,premium,basic,active,0,0,low,high,moderate_risk,standard,North Carolina,upper_middle
TIC001521,CUST00049,POL00056,2025-12-07 00:00:00,,app_login_issue,low,email,pending,7.01,0,0,,1,0.0,liability_only,basic,active,0,0,low,moderate,moderate_risk,standard,Georgia,high
TIC001522,CUST00055,POL00063,2025-02-12 00:00:00,,claim_status_question,low,chat,pending,9.64,0,1,,1,4.69,premium,basic,cancelled,0,1,low,high,moderate_risk,premium,California,upper_middle
TIC001523,CUST01100,POL01200,2025-02-11 00:00:00,2025-02-11 08:06:00.000000000,mileage_sync_issue,low,chat,resolved,8.1,0,1,4.0,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,standard,Ohio,lower_middle
TIC001524,CUST00917,POL01239,2025-01-14 00:00:00,,billing_issue,low,chat,escalated,4.15,1,1,3.0,0,0.0,standard,enhanced,renewed,1,0,mid,high,high_risk,premium,Illinois,high
TIC001525,CUST00660,POL00724,2025-06-10 00:00:00,2025-06-10 07:22:48.000000000,payment_failure,medium,chat,resolved,7.38,0,1,5.0,1,9.17,standard,basic,active,0,0,low,low,moderate_risk,standard,Georgia,low
TIC001526,CUST00543,POL00594,2025-05-30 00:00:00,,policy_change_request,medium,phone,pending,7.86,0,0,,0,0.0,standard,basic,active,0,0,low,low,low_risk,standard,Ohio,
TIC001527,CUST00162,POL00175,2025-10-07 00:00:00,,billing_issue,low,chat,escalated,5.68,1,0,1.0,1,21.21,full_coverage,basic,active,0,0,low,moderate,low_risk,standard,Pennsylvania,upper_middle
TIC001528,CUST00464,POL01230,2025-12-09 00:00:00,2025-12-09 23:07:48.000000000,account_update_request,medium,phone,resolved,23.13,0,0,,0,0.0,full_coverage,basic,active,0,0,mid,moderate,moderate_risk,standard,Florida,low
TIC001529,CUST00539,POL00589,2025-09-09 00:00:00,2025-09-11 04:19:12.000000000,mileage_sync_issue,high,phone,resolved,52.32,0,0,5.0,0,0.0,liability_only,enhanced,active,0,0,low,high,moderate_risk,standard,Florida,middle
TIC001530,CUST00284,POL00309,2025-03-31 00:00:00,2025-04-01 00:15:00.000000000,policy_change_request,medium,phone,resolved,24.25,0,0,5.0,0,0.0,standard,enhanced,renewed,1,0,low,high,moderate_risk,standard,California,high
TIC001531,CUST00586,POL00644,2025-07-14 00:00:00,,account_update_request,low,self_service,escalated,9.42,1,1,1.0,0,0.0,full_coverage,enhanced,active,0,0,mid,low,low_risk,premium,Illinois,high
TIC001532,CUST00074,POL00083,2025-09-17 00:00:00,2025-09-18 15:31:12.000000000,payment_failure,high,chat,resolved,39.52,0,0,3.0,0,0.0,liability_only,basic,active,0,0,low,very_high,moderate_risk,budget,Texas,middle
TIC001533,CUST00681,POL01228,2025-01-26 00:00:00,2025-01-26 07:51:36.000000000,app_login_issue,low,self_service,resolved,7.86,0,0,4.0,0,0.0,full_coverage,basic,active,0,0,mid,moderate,moderate_risk,standard,Texas,low
TIC001534,CUST00640,POL00700,2025-02-15 00:00:00,2025-02-15 09:22:48.000000000,claim_status_question,low,phone,resolved,9.38,0,1,4.0,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,budget,Georgia,middle
TIC001535,CUST00518,POL00564,2025-09-29 00:00:00,,billing_issue,low,chat,escalated,5.41,1,0,,0,0.0,full_coverage,basic,active,0,0,low,high,moderate_risk,budget,Florida,middle
TIC001536,CUST00709,POL00774,2025-10-16 00:00:00,2025-10-16 21:45:36.000000000,mileage_sync_issue,medium,phone,resolved,21.76,0,0,4.0,0,0.0,standard,comprehensive,renewed,1,0,mid,moderate,moderate_risk,standard,Arizona,lower_middle
TIC001537,CUST00507,POL00552,2025-09-19 00:00:00,2025-09-19 09:58:48.000000000,discount_dispute,low,phone,resolved,9.98,0,0,4.0,0,0.0,full_coverage,enhanced,active,0,0,low,moderate,moderate_risk,budget,North Carolina,upper_middle
TIC001538,CUST00601,POL00659,2025-07-09 00:00:00,,app_login_issue,low,self_service,pending,0.83,0,1,,0,0.0,standard,comprehensive,active,0,0,mid,low,moderate_risk,standard,Georgia,upper_middle
TIC001539,CUST00685,POL00750,2025-06-08 00:00:00,2025-06-08 03:46:12.000000000,billing_issue,low,chat,resolved,3.77,0,1,5.0,1,,premium,basic,active,0,0,low,moderate,moderate_risk,budget,North Carolina,upper_middle
TIC001540,CUST00704,POL00769,2025-01-22 00:00:00,,app_login_issue,medium,phone,escalated,29.88,1,0,1.0,0,0.0,standard,basic,renewed,1,0,low,moderate,moderate_risk,budget,Ohio,high
TIC001541,CUST00760,POL00833,2025-04-17 00:00:00,2025-04-17 06:01:12.000000000,discount_dispute,low,phone,resolved,6.02,0,0,5.0,0,0.0,standard,enhanced,active,0,0,low,high,moderate_risk,budget,Ohio,middle
TIC001542,CUST00082,POL01258,2025-10-13 00:00:00,2025-10-14 23:55:12.000000000,account_update_request,high,phone,resolved,47.92,0,0,4.0,0,0.0,premium,enhanced,cancelled,0,1,low,high,moderate_risk,premium,Pennsylvania,
TIC001543,CUST00987,POL01077,2025-04-05 00:00:00,2025-04-05 00:30:00.000000000,billing_issue,low,chat,resolved,0.5,0,0,5.0,0,0.0,standard,comprehensive,active,0,0,mid,high,moderate_risk,standard,Ohio,middle
TIC001544,CUST00504,POL00549,2025-01-25 00:00:00,2025-01-25 11:01:48.000000000,mileage_sync_issue,low,self_service,resolved,11.03,0,1,2.0,0,0.0,premium,enhanced,cancelled,0,1,mid,high,moderate_risk,standard,Illinois,high
TIC001545,CUST00474,POL00518,2025-09-28 00:00:00,2025-09-29 00:07:48.000000000,mileage_sync_issue,medium,email,resolved,24.13,0,1,3.0,0,0.0,full_coverage,enhanced,renewed,1,0,mid,low,moderate_risk,standard,Illinois,low
TIC001546,CUST00992,POL01084,2025-01-03 00:00:00,2025-01-03 05:06:00.000000000,policy_change_request,low,email,resolved,5.1,0,0,4.0,0,0.0,liability_only,basic,active,0,0,low,high,low_risk,budget,Ohio,upper_middle
TIC001547,CUST00486,POL00530,2025-11-26 00:00:00,,billing_issue,medium,chat,pending,22.05,0,0,,0,0.0,liability_only,enhanced,cancelled,0,1,low,very_high,moderate_risk,standard,Georgia,high
TIC001548,CUST00885,POL00971,2025-09-13 00:00:00,,discount_dispute,medium,phone,escalated,11.27,1,0,,0,0.0,liability_only,basic,renewed,1,0,low,high,moderate_risk,premium,California,low
TIC001549,CUST00364,POL00398,2025-07-13 00:00:00,,discount_dispute,low,phone,pending,14.21,0,1,,0,0.0,premium,comprehensive,cancelled,0,1,mid,low,moderate_risk,standard,Texas,high
TIC001550,CUST00123,POL00132,2025-07-24 00:00:00,2025-07-25 15:31:12.000000000,policy_change_request,high,phone,resolved,39.52,0,1,5.0,0,0.0,premium,comprehensive,active,0,0,low,high,low_risk,budget,New York,low
TIC001551,CUST00454,POL00497,2025-03-21 00:00:00,2025-03-21 05:17:24.000000000,mileage_sync_issue,low,phone,resolved,5.29,0,0,4.0,0,0.0,premium,basic,active,0,0,mid,moderate,moderate_risk,budget,Ohio,middle
TIC001552,CUST00747,POL00820,2025-11-13 00:00:00,,policy_change_request,low,phone,pending,8.53,0,0,,1,67.19,full_coverage,enhanced,active,0,0,low,high,high_risk,standard,Ohio,lower_middle
TIC001553,CUST00575,POL00630,2025-07-28 00:00:00,2025-07-29 09:17:59.999999999,policy_change_request,high,phone,resolved,33.3,0,0,4.0,0,0.0,premium,comprehensive,renewed,1,0,low,high,moderate_risk,standard,Arizona,high
TIC001554,CUST00248,POL00268,2025-07-08 00:00:00,2025-07-11 13:42:00.000000000,payment_failure,critical,phone,resolved,85.7,0,0,4.0,0,0.0,liability_only,basic,renewed,1,0,low,moderate,moderate_risk,high_value,Pennsylvania,lower_middle
TIC001555,CUST00472,POL00516,2025-02-12 00:00:00,,account_update_request,low,phone,pending,2.26,0,0,,0,0.0,full_coverage,enhanced,active,0,0,low,high,low_risk,standard,Ohio,low
TIC001556,CUST00075,POL00084,2025-07-19 00:00:00,,policy_change_request,high,phone,escalated,33.33,1,0,,0,0.0,liability_only,comprehensive,renewed,1,0,low,moderate,low_risk,standard,Texas,low
TIC001557,CUST00294,POL00321,2025-07-01 00:00:00,2025-07-03 16:10:48.000000000,claim_status_question,high,email,resolved,64.18,0,0,5.0,0,0.0,full_coverage,comprehensive,lapsed,0,1,low,high,moderate_risk,premium,Illinois,low
TIC001558,CUST00079,POL00087,2025-04-06 00:00:00,2025-04-07 20:25:12.000000000,payment_failure,high,phone,resolved,44.42,0,0,4.0,0,0.0,liability_only,enhanced,active,0,0,low,high,moderate_risk,premium,Ohio,high
TIC001559,CUST00637,POL00697,2025-10-06 00:00:00,2025-10-06 21:11:24.000000000,billing_issue,medium,phone,resolved,21.19,0,0,4.0,0,0.0,premium,basic,active,0,0,low,moderate,moderate_risk,budget,Pennsylvania,low
TIC001560,CUST00360,POL00393,2025-01-12 00:00:00,2025-01-12 02:37:48.000000000,mileage_sync_issue,high,email,resolved,2.63,0,0,5.0,0,0.0,full_coverage,comprehensive,renewed,1,0,mid,high,moderate_risk,budget,California,low
TIC001561,CUST00708,POL00773,2025-06-07 00:00:00,2025-06-07 17:44:23.999999999,payment_failure,medium,chat,resolved,17.74,0,0,4.0,0,0.0,standard,comprehensive,renewed,1,0,mid,high,moderate_risk,standard,Pennsylvania,low
TIC001562,CUST00527,POL00574,2025-05-29 00:00:00,,app_login_issue,medium,chat,pending,24.79,0,0,,0,0.0,premium,comprehensive,lapsed,0,1,mid,high,moderate_risk,budget,Georgia,middle
TIC001563,CUST00422,POL00463,2025-02-25 00:00:00,2025-02-25 09:02:23.999999999,claim_status_question,low,phone,resolved,9.04,0,0,4.0,0,0.0,standard,comprehensive,active,0,0,low,moderate,moderate_risk,standard,Florida,lower_middle
TIC001564,CUST00452,POL00495,2025-10-12 00:00:00,2025-10-13 00:13:48.000000000,billing_issue,medium,email,resolved,24.23,0,0,5.0,0,0.0,liability_only,comprehensive,renewed,1,0,low,high,moderate_risk,standard,Texas,middle
TIC001565,CUST00620,POL00680,2025-03-10 00:00:00,2025-03-19 04:40:48.000000000,account_update_request,critical,phone,resolved,220.68,0,0,1.0,0,0.0,liability_only,basic,cancelled,0,1,low,moderate,moderate_risk,budget,Pennsylvania,upper_middle
TIC001566,CUST00248,POL01250,2025-12-23 00:00:00,2025-12-23 07:47:24.000000000,app_login_issue,low,chat,resolved,7.79,0,1,5.0,0,0.0,premium,enhanced,active,0,0,low,moderate,moderate_risk,high_value,Pennsylvania,lower_middle
TIC001567,CUST00068,POL00077,2025-05-29 00:00:00,2025-05-29 04:03:00.000000000,app_login_issue,medium,phone,closed_no_action,4.05,0,0,,0,0.0,standard,comprehensive,renewed,1,0,mid,moderate,moderate_risk,standard,Florida,low
TIC001568,CUST00546,POL00597,2025-05-03 00:00:00,2025-05-03 19:25:48.000000000,discount_dispute,medium,self_service,resolved,19.43,0,0,2.0,0,0.0,standard,basic,renewed,1,0,low,none,moderate_risk,budget,Georgia,lower_middle
TIC001569,CUST00388,POL00428,2025-07-01 00:00:00,,discount_dispute,low,email,pending,9.27,0,0,,0,0.0,full_coverage,enhanced,renewed,1,0,mid,moderate,moderate_risk,standard,Georgia,upper_middle
TIC001570,CUST00988,POL01078,2025-05-12 00:00:00,2025-05-12 10:57:36.000000000,claim_status_question,medium,chat,resolved,10.96,0,0,3.0,0,0.0,liability_only,basic,active,0,0,low,moderate,moderate_risk,premium,Texas,lower_middle
TIC001571,CUST00232,POL00251,2025-07-22 00:00:00,,discount_dispute,medium,chat,escalated,6.47,1,0,1.0,1,28.38,full_coverage,enhanced,active,0,0,low,moderate,moderate_risk,premium,North Carolina,upper_middle
TIC001572,CUST00194,POL00210,2025-02-16 00:00:00,2025-02-17 11:37:48.000000000,mileage_sync_issue,medium,phone,resolved,35.63,0,0,4.0,0,0.0,full_coverage,basic,active,0,0,low,high,moderate_risk,standard,Florida,lower_middle
TIC001573,CUST01026,POL01115,2025-01-25 00:00:00,2025-01-25 04:46:12.000000000,discount_dispute,high,phone,closed_no_action,4.77,0,0,,1,0.0,premium,enhanced,active,0,0,mid,high,moderate_risk,standard,Ohio,middle
TIC001574,CUST00757,POL00830,2025-11-26 00:00:00,,claim_status_question,medium,phone,escalated,19.87,1,0,1.0,0,0.0,full_coverage,enhanced,active,0,0,mid,low,moderate_risk,premium,Florida,middle
TIC001575,CUST00072,POL00081,2025-07-28 00:00:00,2025-07-28 06:28:12.000000000,app_login_issue,low,phone,resolved,6.47,0,0,1.0,0,0.0,full_coverage,enhanced,active,0,0,mid,very_high,moderate_risk,high_value,Georgia,middle
TIC001576,CUST00945,POL01035,2025-09-12 00:00:00,2025-09-12 08:59:24.000000000,claim_status_question,medium,chat,resolved,8.99,0,1,5.0,0,0.0,standard,basic,active,0,0,low,high,moderate_risk,standard,Georgia,lower_middle
TIC001577,CUST00730,POL00798,2025-02-18 00:00:00,2025-02-18 01:30:00.000000000,account_update_request,low,phone,resolved,1.5,0,0,,1,0.0,liability_only,basic,lapsed,0,1,low,moderate,moderate_risk,standard,Georgia,lower_middle
TIC001578,CUST00985,POL01075,2025-01-05 00:00:00,,app_login_issue,low,self_service,pending,5.45,0,0,,0,0.0,standard,enhanced,active,0,0,low,low,moderate_risk,premium,Texas,high
TIC001579,CUST00347,POL00379,2025-04-17 00:00:00,2025-04-17 23:52:48.000000000,app_login_issue,high,phone,closed_no_action,23.88,0,0,,0,0.0,standard,basic,renewed,1,0,low,high,moderate_risk,standard,New York,lower_middle
TIC001580,CUST01036,POL01126,2025-03-07 00:00:00,2025-03-07 23:04:48.000000000,app_login_issue,medium,phone,resolved,23.08,0,0,3.0,1,21.71,standard,basic,cancelled,0,1,low,moderate,moderate_risk,standard,North Carolina,upper_middle
TIC001581,CUST00459,POL00501,2025-12-19 00:00:00,,payment_failure,low,chat,escalated,4.96,1,0,2.0,0,0.0,standard,enhanced,cancelled,0,1,mid,high,moderate_risk,standard,North Carolina,middle
TIC001582,CUST00928,POL01019,2025-05-16 00:00:00,2025-05-16 12:49:12.000000000,policy_change_request,low,email,resolved,12.82,0,1,4.0,0,0.0,standard,basic,active,0,0,low,high,moderate_risk,premium,Arizona,high
TIC001583,CUST00007,POL00007,2025-11-14 00:00:00,2025-11-14 13:04:48.000000000,discount_dispute,high,chat,resolved,13.08,0,0,,0,0.0,standard,comprehensive,lapsed,0,1,mid,low,moderate_risk,high_value,California,middle
TIC001584,CUST00733,POL00803,2025-07-08 00:00:00,2025-07-08 02:02:59.999999999,claim_status_question,low,phone,resolved,2.05,0,0,4.0,0,0.0,standard,basic,active,0,0,low,high,moderate_risk,budget,New York,middle
TIC001585,CUST00256,POL00275,2025-01-30 00:00:00,2025-01-30 08:24:00.000000000,mileage_sync_issue,low,phone,resolved,8.4,0,0,4.0,0,0.0,premium,comprehensive,active,0,0,mid,high,moderate_risk,budget,New York,low
TIC001586,CUST00136,POL00146,2025-03-05 00:00:00,2025-03-05 05:15:00.000000000,policy_change_request,low,chat,resolved,5.25,0,0,3.0,0,0.0,standard,comprehensive,active,0,0,low,high,moderate_risk,high_value,Pennsylvania,high
TIC001587,CUST00741,POL00814,2025-09-29 00:00:00,,account_update_request,low,phone,escalated,8.57,1,0,1.0,0,0.0,standard,basic,active,0,0,low,high,moderate_risk,premium,New York,middle
